,0
766,"{'person': 84.48615670204163, 'fire hydrant': 71.47868871688843}"
767,
768,"{'person': 69.17427182197571, 'car': 63.64501118659973}"
769,"{'person': 69.17427182197571, 'car': 63.64501118659973}"
770,{'person': 81.13821148872375}
771,
772,{'person': 89.18906450271606}
773,
774,"{'bowl': 67.31730103492737, 'chair': 70.40339708328247}"
775,"{'bowl': 67.31730103492737, 'chair': 70.40339708328247}"
776,
777,{'car': 81.69631361961365}
778,{'truck': 62.20768094062805}
779,"{'person': 52.92649269104004, 'potted plant': 53.31301689147949}"
780,"{'person': 52.92649269104004, 'potted plant': 53.31301689147949}"
781,
782,{'person': 93.858802318573}
783,
784,
785,"{'motorcycle': 74.00980591773987, 'truck': 57.28200674057007}"
786,"{'motorcycle': 74.00980591773987, 'truck': 57.28200674057007}"
787,{'car': 99.05372858047485}
788,{'person': 74.15236234664917}
789,
790,{'person': 95.76289057731628}
791,
792,"{'person': 97.24614024162292, 'car': 93.91329288482666, 'truck': 83.29585790634155}"
793,"{'person': 97.24614024162292, 'car': 93.91329288482666, 'truck': 83.29585790634155}"
794,"{'person': 97.24614024162292, 'car': 93.91329288482666, 'truck': 83.29585790634155}"
795,"{'car': 60.19298434257507, 'truck': 75.57355165481567}"
796,"{'car': 60.19298434257507, 'truck': 75.57355165481567}"
797,{'person': 56.44292235374451}
798,
799,{'umbrella': 62.10659742355347}
800,"{'chair': 77.75188684463501, 'person': 86.22860312461853}"
801,"{'chair': 77.75188684463501, 'person': 86.22860312461853}"
802,"{'truck': 61.933839321136475, 'person': 96.28364443778992}"
803,"{'truck': 61.933839321136475, 'person': 96.28364443778992}"
804,{'person': 79.85562086105347}
805,{'bench': 76.4391541481018}
806,{'person': 99.47280883789062}
807,{'car': 71.54666185379028}
808,{'person': 59.70487594604492}
809,
810,{'potted plant': 81.99214339256287}
811,
812,{'person': 93.74881982803345}
813,
814,{'person': 64.97538685798645}
815,
816,{'person': 63.863688707351685}
817,{'bowl': 63.37093710899353}
818,"{'person': 69.51049566268921, 'train': 56.49569034576416, 'truck': 77.04957723617554}"
819,"{'person': 69.51049566268921, 'train': 56.49569034576416, 'truck': 77.04957723617554}"
820,"{'person': 69.51049566268921, 'train': 56.49569034576416, 'truck': 77.04957723617554}"
821,"{'person': 89.40652012825012, 'refrigerator': 67.85346865653992}"
822,"{'person': 89.40652012825012, 'refrigerator': 67.85346865653992}"
823,
824,{'person': 73.21559190750122}
825,
826,{'car': 94.99320387840271}
827,{'truck': 64.30344581604004}
828,{'person': 85.64156293869019}
829,{'person': 68.4484601020813}
830,{'person': 62.182068824768066}
831,"{'car': 76.72913074493408, 'person': 68.26395392417908}"
832,"{'car': 76.72913074493408, 'person': 68.26395392417908}"
833,
834,{'person': 90.14530181884766}
835,{'person': 60.078686475753784}
836,
837,{'person': 89.61461782455444}
838,{'person': 65.08764028549194}
839,
840,{'person': 57.99158811569214}
841,
842,{'person': 93.16225051879883}
843,
844,{'potted plant': 54.61589694023132}
845,{'person': 89.89592790603638}
846,{'person': 94.14561986923218}
847,
848,{'person': 67.61958599090576}
849,
850,{'truck': 87.80006170272827}
851,{'person': 63.73443007469177}
852,
853,"{'potted plant': 56.91366195678711, 'bench': 54.21159267425537}"
854,"{'potted plant': 56.91366195678711, 'bench': 54.21159267425537}"
855,{'car': 73.46062660217285}
856,{'dog': 95.34656405448914}
857,{'car': 61.31555438041687}
858,
859,{'person': 67.3818290233612}
860,
861,"{'person': 75.00665187835693, 'car': 84.34420228004456}"
862,"{'person': 75.00665187835693, 'car': 84.34420228004456}"
863,
864,{'person': 63.78542184829712}
865,
866,"{'umbrella': 79.70622777938843, 'person': 76.9102156162262}"
867,"{'umbrella': 79.70622777938843, 'person': 76.9102156162262}"
868,
869,{'person': 99.33757781982422}
870,{'potted plant': 63.98717164993286}
871,
872,{'person': 87.1038556098938}
873,
874,{'chair': 55.6931734085083}
875,{'potted plant': 56.64779543876648}
876,{'potted plant': 56.805431842803955}
877,{'truck': 81.40002489089966}
878,
879,{'car': 85.59147715568542}
880,
881,{'bowl': 89.55188393592834}
882,{'person': 81.61566257476807}
883,
884,"{'person': 66.71545505523682, 'chair': 76.39236450195312, 'bench': 89.07517194747925}"
885,"{'person': 66.71545505523682, 'chair': 76.39236450195312, 'bench': 89.07517194747925}"
886,"{'person': 66.71545505523682, 'chair': 76.39236450195312, 'bench': 89.07517194747925}"
887,{'person': 51.157957315444946}
888,"{'person': 78.74398827552795, 'motorcycle': 59.26772952079773, 'truck': 52.547675371170044, 'car': 51.07762813568115}"
889,"{'person': 78.74398827552795, 'motorcycle': 59.26772952079773, 'truck': 52.547675371170044, 'car': 51.07762813568115}"
890,"{'person': 78.74398827552795, 'motorcycle': 59.26772952079773, 'truck': 52.547675371170044, 'car': 51.07762813568115}"
891,"{'person': 78.74398827552795, 'motorcycle': 59.26772952079773, 'truck': 52.547675371170044, 'car': 51.07762813568115}"
892,
893,{'banana': 54.80304956436157}
894,"{'car': 75.40820837020874, 'person': 74.23185706138611}"
895,"{'car': 75.40820837020874, 'person': 74.23185706138611}"
896,"{'person': 84.67012047767639, 'bench': 60.26266813278198}"
897,"{'person': 84.67012047767639, 'bench': 60.26266813278198}"
898,{'potted plant': 60.40216088294983}
899,{'person': 61.80705428123474}
900,
901,{'person': 93.7985897064209}
902,
