,r0,r1,r2,r3,g0,g1,g2,g3,b0,b1,b2,b3,total_income_2_b,total_deprivations,Wealth_Index,total_deprivations_2,Poor_MPI,Severely_Poor_MPI,train,truck,car,potted plant,person
300,53698,207863,299162,130477,71931,250830,240964,127475,231343,364803,254908,70546,30000.0,0.16699999999999998,-1.576829,1,Non_Poor,Non_Severely_Poor,0,0,0,0,0
301,60318,188527,450186,222569,81206,216263,452017,172114,234781,542649,215184,236186,65000.0,0.72499996,-4.2893152,5,Poor,Poor,0,0,1,0,8
302,219947,211998,277174,212481,200297,253291,241985,226027,215211,338648,422615,252326,56000.0,0.16699999999999998,2.4456902,1,Non_Poor,Non_Severely_Poor,0,4,1,0,0
303,26852,113005,418321,133022,39651,250532,291640,109377,211546,541151,45180,123723,53428.57,0.44599998,-3.1822166000000003,5,Poor,Non_Severely_Poor,0,0,0,0,1
304,63032,375682,388881,94005,104681,387116,335881,93922,236338,561112,308869,122481,52000.0,0.44599998,-2.6269047000000003,5,Poor,Non_Severely_Poor,0,0,0,0,6
305,87790,257845,299009,276956,125193,288518,313690,194199,312972,388481,267086,260261,50000.0,0.16699999999999998,1.8787689,1,Non_Poor,Non_Severely_Poor,0,0,0,0,16
306,22459,46205,389362,463574,28297,169059,670015,54229,86157,841943,235088,65612,115000.0,0.33500001,-2.9402821,4,Poor,Non_Severely_Poor,0,0,0,0,2
307,31375,118778,256095,284952,75313,200293,333579,82015,105978,341099,390850,83673,245000.0,0.33399999,0.010319679,3,Poor,Non_Severely_Poor,0,0,1,0,8
308,120614,388572,272804,139610,165462,353705,223966,178467,360735,442085,194215,231765,12000.0,0.22299999,1.7227411,2,Non_Poor,Non_Severely_Poor,0,1,2,0,9
309,41119,95642,353329,201110,58393,150046,418299,64462,133632,245872,477604,64492,220000.0,0.22299999,1.8598504,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
310,24070,131037,454389,81704,30940,203585,414966,41709,118221,533370,211057,58952,262857.13,0.55699998,-1.2627958,5,Poor,Poor,0,0,0,0,12
311,45983,191495,336373,117349,72703,216811,301475,100211,219908,312783,313015,75894,150000.0,0.22299999,-1.985604,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
312,11214,200839,404164,305383,66573,366444,335578,153005,418294,438728,314358,57420,87500.0,0.55699998,-1.3230065,5,Poor,Poor,0,0,1,0,14
313,115314,250909,448998,106379,119270,281176,413479,107675,212267,585351,328812,102370,25000.0,0.16699999999999998,-0.56367439,1,Non_Poor,Non_Severely_Poor,1,2,0,0,3
314,68723,269230,292098,291549,142141,218573,270680,290206,244751,340042,322661,321346,60000.0,0.33399999,1.4024278,3,Poor,Non_Severely_Poor,0,1,1,0,0
315,40665,240957,459621,180357,79223,265627,400337,176413,202796,269593,599623,156788,95000.0,0.33399999,-0.88104481,3,Poor,Non_Severely_Poor,0,0,0,0,1
316,187342,164838,388343,181077,83061,289456,468018,81065,327267,605667,233751,62115,120000.0,0.22299999,1.773221,2,Non_Poor,Non_Severely_Poor,0,0,0,0,7
317,56331,156447,518828,189994,90477,205000,429997,196126,231953,535313,204115,257419,65000.0,0.33399999,-0.98744631,3,Poor,Non_Severely_Poor,0,0,1,0,4
318,44452,93172,750308,33668,53311,330237,510374,27678,106616,583817,464154,74213,0.0,0.16699999999999998,3.0845227000000004,1,Non_Poor,Non_Severely_Poor,0,0,0,0,0
319,25848,207417,520313,168022,61466,255329,434176,170629,223905,383075,447755,174065,20000.0,0.112,-3.9685104,1,Non_Poor,Non_Severely_Poor,0,0,0,0,4
320,45566,111359,554090,210585,60621,182392,572493,106094,249091,464483,393210,122016,184571.42,0.33399999,-0.21168470000000006,3,Poor,Non_Severely_Poor,0,0,0,0,2
321,115724,285518,289281,231077,121658,296796,372880,130266,167830,370992,535525,154453,180000.0,0.22299999,2.4358985,2,Non_Poor,Non_Severely_Poor,0,3,18,0,0
322,45601,177114,287089,181396,68424,259832,227139,135805,119835,431578,257675,112512,120000.0,0.66799998,-1.0078261,5,Poor,Poor,0,0,3,0,3
323,69486,262369,166594,192751,110355,249679,230576,100590,295482,282894,267022,76202,288000.0,0.22299999,-0.27248845,2,Non_Poor,Non_Severely_Poor,0,0,0,0,6
324,21833,251500,462832,185435,61444,288371,407135,164650,144103,596816,310122,177759,85000.0,0.22299999,-1.081565,2,Non_Poor,Non_Severely_Poor,0,0,0,0,3
325,53239,143971,370088,123902,53167,216021,335119,86893,135496,334631,394724,56749,162000.0,0.22299999,-1.3205112,2,Non_Poor,Non_Severely_Poor,0,0,0,0,4
326,123283,222469,247407,98041,112198,281320,216192,81490,272673,439808,114288,94831,33000.0,0.66899997,-4.0970511,5,Poor,Poor,0,0,0,0,2
327,123662,287622,123025,156891,161328,282281,106835,140756,250461,368455,214440,88244,367000.0,0.33399999,0.94344038,3,Poor,Non_Severely_Poor,0,0,1,0,1
328,62884,108064,612104,138548,72956,219722,494738,134184,196799,644125,229047,158829,110000.0,0.16699999999999998,1.6204953000000002,1,Non_Poor,Non_Severely_Poor,0,1,2,0,3
329,21545,77247,422216,170192,34200,125014,478210,53776,54479,459334,371604,36183,121000.0,0.44599998,-2.5486634,5,Poor,Non_Severely_Poor,0,0,0,0,0
330,113701,176342,322447,78710,127978,218123,266357,78742,203933,408989,211026,97652,648000.0,0.55699998,-1.3664585,5,Poor,Poor,0,0,7,0,3
331,81642,118374,304520,186664,88282,160382,344023,98513,217547,400448,123896,179709,240000.0,0.16699999999999998,4.3866096,1,Non_Poor,Non_Severely_Poor,0,0,0,0,2
332,86710,225639,397081,212170,130098,247325,338413,205764,309942,397714,242193,278951,60000.0,0.27899998,-2.9062057,2,Non_Poor,Non_Severely_Poor,0,0,2,0,8
333,140513,147257,455670,178160,205242,179684,401175,135499,417811,296750,421786,92453,84571.43,0.16699999999999998,-1.0438707,1,Non_Poor,Non_Severely_Poor,0,0,0,0,4
334,120503,199455,273864,327778,207254,231617,342677,140052,377314,565154,200846,85486,160000.0,0.22299999,-0.94549716,2,Non_Poor,Non_Severely_Poor,0,0,0,0,1
335,12891,50486,527864,99959,21436,145126,523744,894,61679,728537,131016,368,400000.0,0.33399999,3.1351039000000003,3,Poor,Non_Severely_Poor,0,0,0,0,0
336,106976,213843,309754,291027,146169,212270,356763,206398,223612,362590,346476,296122,20571.428,0.391,-5.3416123,5,Poor,Non_Severely_Poor,0,0,0,0,9
337,70343,202416,486756,162085,64841,222688,455205,178866,61225,336089,639307,192179,56000.0,0.50199997,-1.9317563,5,Poor,Poor,0,0,0,0,0
338,80922,193793,362643,284242,124210,249923,377025,170442,283737,488207,250069,206787,90000.0,0.22299999,4.3791437,2,Non_Poor,Non_Severely_Poor,0,0,1,0,6
339,167264,180108,411658,162570,93818,277867,404328,145587,95575,408887,581385,142953,37000.0,0.38999999,0.58149755,4,Poor,Non_Severely_Poor,0,0,0,0,0
340,22826,183368,587695,127711,23513,222125,568109,107853,44829,431680,631408,120883,0.0,0.27899998,-2.7847266,2,Non_Poor,Non_Severely_Poor,0,0,0,0,14
341,72453,172721,376361,69665,111678,151388,347537,80597,228239,220485,378489,94387,59000.0,0.27899998,-2.8345547000000004,2,Non_Poor,Non_Severely_Poor,0,0,0,0,1
342,104473,233439,442371,141317,69583,316788,397534,137695,263033,531366,310415,123986,602142.88,0.38999999,0.24338558,4,Poor,Non_Severely_Poor,0,0,0,0,0
343,97120,236037,111798,246245,95631,271357,130587,193625,335314,212240,282886,91160,0.0,0.27899998,-1.2247837,2,Non_Poor,Non_Severely_Poor,0,0,0,0,6
344,13419,79255,386064,442862,40038,183472,583334,114756,268270,718279,88792,153459,75000.0,0.22299999,-0.45635873,2,Non_Poor,Non_Severely_Poor,0,0,0,0,2
345,45203,221758,377430,277209,80637,310412,400109,130442,338082,516038,209090,165590,39000.0,0.22299999,-1.4102697,2,Non_Poor,Non_Severely_Poor,0,0,1,0,1
346,120985,117911,343690,339014,158254,301260,381868,80218,492032,446253,243505,47010,51000.0,0.22299999,-1.1959486,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
347,85957,214407,331276,289960,192678,254064,300515,174343,410768,352910,248455,216667,530000.0,0.22299999,4.7122221,2,Non_Poor,Non_Severely_Poor,0,0,1,0,0
348,29603,84365,527868,279764,44552,222441,537002,117605,130876,544155,469958,83811,20000.0,0.22299999,-2.2735379,2,Non_Poor,Non_Severely_Poor,0,0,0,0,13
349,7568,122003,697564,94465,11144,258817,554827,96812,90189,718128,264400,156083,77785.711,0.38999999,-0.86836761,4,Poor,Non_Severely_Poor,0,0,0,0,11
350,79695,321139,419688,101078,93312,316404,414062,97822,125599,531329,474010,97862,47000.0,0.38999999,-1.0399429,4,Poor,Non_Severely_Poor,0,0,0,0,6
351,45365,139631,464944,41260,59017,200775,358481,72927,161827,460434,220789,78550,35000.0,0.22299999,-0.96969825,2,Non_Poor,Non_Severely_Poor,0,5,1,0,20
352,42516,207466,316695,124523,68144,304615,233103,85338,293744,422558,109043,96255,65000.0,0.33500001,-3.6921461,4,Poor,Non_Severely_Poor,0,0,0,0,0
353,65468,217263,406072,232797,120418,332318,281804,187060,273923,512314,308200,134363,150000.0,0.33399999,3.4847009,3,Poor,Non_Severely_Poor,0,1,1,0,5
354,28769,397293,333460,162078,40268,414375,322412,144545,186448,492744,372144,177464,65000.0,0.38999999,-0.99975824,4,Poor,Non_Severely_Poor,0,0,1,0,8
355,82639,196125,447113,195723,115147,307344,320779,178330,282329,558782,216924,170765,65000.0,0.38999999,-0.35058263,4,Poor,Non_Severely_Poor,0,0,9,0,5
356,91660,240959,271088,317893,140567,215060,422570,143403,420392,416577,293651,98180,1000.0,0.22299999,-1.0577793,2,Non_Poor,Non_Severely_Poor,0,2,1,0,1
357,233013,282157,252191,154239,243870,290620,237550,149560,452746,329232,323365,123457,330000.0,0.38999999,-0.75990933,4,Poor,Non_Severely_Poor,0,0,0,0,2
358,22415,88530,282807,297448,61727,198030,398729,32714,144355,360598,378507,38140,57000.0,0.16699999999999998,-0.90142459,1,Non_Poor,Non_Severely_Poor,0,0,0,0,1
359,144873,212275,203366,130686,137396,258695,166994,128115,208506,391808,201916,119370,50000.0,0.22299999,2.5755208,2,Non_Poor,Non_Severely_Poor,0,0,0,0,5
360,135774,162978,386218,236630,179758,249948,275465,216429,315910,489326,149167,274397,120000.0,0.38999999,0.63807893,4,Poor,Non_Severely_Poor,0,0,0,0,8
361,114868,159649,149392,267291,193681,151269,185610,160640,338933,239899,185980,156788,0.0,0.22299999,-2.3900228,2,Non_Poor,Non_Severely_Poor,0,0,2,0,1
362,98756,230294,306320,286230,114873,234236,408189,164302,309202,450197,248345,221056,137000.0,0.22299999,-1.3313411,2,Non_Poor,Non_Severely_Poor,0,0,0,0,15
363,154779,242324,168465,356032,202762,226041,298631,194166,397155,409209,258561,163875,161500.0,0.33399999,1.7703391,3,Poor,Non_Severely_Poor,0,0,0,0,0
364,691200,0,0,0,691200,0,0,0,921600,0,0,0,360000.0,0.44599998,-1.6086663,5,Poor,Non_Severely_Poor,0,0,0,0,0
365,691200,0,0,0,691200,0,0,0,921600,0,0,0,0.0,0.38999999,-1.6775839,4,Poor,Non_Severely_Poor,0,0,0,0,0
366,2,88479,602649,70,5,92329,598800,66,108,186155,735265,72,42000.0,0.38999999,-1.7481247,4,Poor,Non_Severely_Poor,0,0,0,0,0
367,9739,168098,478214,265549,63937,214199,463590,179874,246333,604522,125533,252412,34285.715,0.44599998,-0.74774903,5,Poor,Non_Severely_Poor,0,0,3,0,2
368,42579,173031,338686,136904,94422,163617,288692,144469,247195,299437,278485,96483,18000.0,0.50199997,-3.6670818,5,Poor,Poor,0,0,1,0,1
369,250496,325800,223766,121538,215802,325047,241903,138848,350513,362129,393246,122912,10000.0,0.38999999,-0.86715043,4,Poor,Non_Severely_Poor,0,0,0,0,2
370,96405,152727,507110,165358,135008,237749,441939,106904,365502,230279,515094,117925,120000.0,0.33399999,0.4398551,3,Poor,Non_Severely_Poor,0,2,4,0,8
371,26285,200099,413030,282186,83160,279615,430506,128319,244564,500259,332910,151067,40000.0,0.056000002,-0.12322669,1,Non_Poor,Non_Severely_Poor,0,0,0,0,6
372,691200,0,0,0,691200,0,0,0,921600,0,0,0,0.0,0.22299999,4.1597691,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
373,0,13354,655379,22467,28,132564,558049,559,172,259431,661292,705,60000.0,0.16699999999999998,-0.58088917,1,Non_Poor,Non_Severely_Poor,0,0,0,0,0
374,88395,324563,405365,103277,116324,366204,323449,115623,259381,593768,230155,145496,30000.0,0.33399999,-0.005989044399999999,3,Poor,Non_Severely_Poor,0,0,0,0,0
375,102360,176725,297414,114701,111886,215318,236803,127193,199857,502720,80698,138325,53000.0,0.16699999999999998,-1.0840818,1,Non_Poor,Non_Severely_Poor,0,0,0,0,3
376,33982,199076,557650,130892,39554,461169,305034,115843,80719,466358,585022,96701,40000.0,0.44599998,-1.2247837,5,Poor,Non_Severely_Poor,0,0,0,0,2
377,408886,244464,151295,116955,492790,210091,100938,117781,582171,300494,161060,185075,32000.0,0.55699998,-2.6799641,5,Poor,Poor,0,0,0,0,4
378,79810,282919,335979,222892,151188,309189,260163,201060,443645,397832,252205,135118,40000.0,0.50199997,-1.3484596000000002,5,Poor,Poor,0,0,0,0,15
379,33374,72156,219765,365905,53898,228466,294750,114086,195223,430546,237062,58769,190000.0,0.33399999,-0.27023873,3,Poor,Non_Severely_Poor,0,0,0,0,16
380,82531,279615,369680,189774,141191,300541,265383,214485,232152,400037,516254,80357,532142.88,0.33399999,2.5557244,3,Poor,Non_Severely_Poor,0,0,0,0,1
381,5827,232594,680169,3010,4948,199277,713537,3838,11182,299452,912245,5921,74000.0,0.22299999,-0.9671815,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
382,127490,215717,156255,191738,187855,167219,229796,106330,297497,231014,334086,59003,0.0,0.44599998,-1.6129085,5,Poor,Non_Severely_Poor,0,0,2,0,8
383,84647,165370,363860,77323,76470,207353,322106,85271,170796,306462,365266,79076,69000.0,0.22299999,0.23581214,2,Non_Poor,Non_Severely_Poor,0,0,0,0,3
384,97565,238579,305550,279906,118820,300530,259758,242492,334557,455473,362247,76523,430000.0,0.33399999,4.0419803,3,Poor,Non_Severely_Poor,0,2,3,1,5
385,73631,378814,288789,180366,94959,346750,302396,177495,285609,423839,367308,152044,333571.44,0.16699999999999998,0.089907646,1,Non_Poor,Non_Severely_Poor,0,0,0,0,2
386,97753,217668,277961,97818,126701,228421,226649,109429,332923,344499,125793,118385,107285.71,0.33399999,0.28782052,3,Poor,Non_Severely_Poor,0,0,0,0,5
387,128954,135289,323083,103874,153961,178088,248821,110330,206748,247121,338720,129011,104250.0,0.16699999999999998,-1.079499,1,Non_Poor,Non_Severely_Poor,0,0,2,0,4
388,51034,136091,209398,294677,108957,118585,393896,69762,287073,396267,80225,158035,57142.855,0.55799997,-2.0040841,5,Poor,Poor,0,0,2,1,0
389,122597,194333,267793,106477,164474,237657,179356,109713,280533,334798,167818,138451,50000.0,0.16699999999999998,-0.78124726,1,Non_Poor,Non_Severely_Poor,0,0,0,0,0
390,99166,186680,230165,175189,74450,244537,240075,132138,133003,444500,227130,116967,0.0,0.44599998,-1.4350116000000002,5,Poor,Non_Severely_Poor,0,1,1,0,5
391,361056,209418,213167,137959,381066,220246,194959,125329,443243,331897,342018,111642,200000.0,0.33399999,3.2615213,3,Poor,Non_Severely_Poor,0,0,0,1,3
392,19438,219518,462658,219986,33577,264110,423854,200059,111196,484450,444366,188788,121500.0,0.22299999,0.51349264,2,Non_Poor,Non_Severely_Poor,0,1,0,0,13
393,82391,193765,556374,89070,164207,146230,540565,70598,360346,375902,330213,162339,457142.84,0.16699999999999998,2.5165823,1,Non_Poor,Non_Severely_Poor,0,2,1,0,12
394,86111,151118,128997,324974,123939,349931,135730,81600,361186,316953,117506,125955,0.0,0.27899998,0.51428312,2,Non_Poor,Non_Severely_Poor,0,0,0,1,11
395,37013,265075,195525,193587,99761,274043,201497,115899,289854,299959,232919,98868,127000.0,0.38999999,-1.5858275,4,Poor,Non_Severely_Poor,0,0,0,0,10
396,59786,123784,386363,351667,77303,198442,537674,108181,273161,702924,136862,115853,0.0,0.33399999,4.1195049,3,Poor,Non_Severely_Poor,0,0,1,0,1
397,30155,208595,602193,80657,36141,199179,621709,64571,154377,359172,647960,67291,320000.0,0.16699999999999998,0.98183757,1,Non_Poor,Non_Severely_Poor,0,0,0,0,4
398,89707,186519,367783,277591,105730,212694,446531,156645,287035,304173,426853,210739,58000.0,0.27899998,0.29419595,2,Non_Poor,Non_Severely_Poor,0,0,0,0,3
399,142,114675,574408,1975,340,151816,536758,2286,822,266358,651930,2490,43000.0,0.27899998,-2.3780646,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
400,55522,161827,539592,164659,52599,254592,447621,166788,130013,673879,215769,209139,5000.0,0.056000002,0.88050181,1,Non_Poor,Non_Severely_Poor,0,0,0,0,2
401,42275,135438,330959,182528,59949,193666,363194,74391,143773,392246,300885,84696,70000.0,0.33399999,0.38539526,3,Poor,Non_Severely_Poor,0,0,2,0,0
402,109480,269210,426806,116104,111897,284014,403820,121869,248021,530552,347170,103057,490000.0,0.38999999,-0.98181182,4,Poor,Non_Severely_Poor,0,0,0,2,7
403,153228,145687,299583,323102,190491,175194,444908,111007,326700,553747,245265,103088,145000.0,0.22299999,-1.1959486,2,Non_Poor,Non_Severely_Poor,0,0,0,0,5
404,73800,146853,621339,79608,98228,198380,559959,65033,204493,743537,148357,132413,94000.0,0.72499996,-3.1837878,5,Poor,Poor,0,1,0,0,0
405,93220,205242,307742,84996,119505,214358,318417,38920,192773,293625,361435,73767,100000.0,0.38999999,-0.10616524,4,Poor,Non_Severely_Poor,0,5,26,0,25
406,59870,247823,400817,213090,137708,210072,488783,85037,259686,545242,330209,93663,181000.0,0.16699999999999998,1.436294,1,Non_Poor,Non_Severely_Poor,0,3,0,0,5
407,164059,217813,185569,123759,167023,267382,116845,139950,294416,355493,117597,154094,85500.0,0.38999999,-1.2788242,4,Poor,Non_Severely_Poor,0,1,0,0,0
408,371084,411916,116367,22233,368738,403979,124982,23901,388896,440018,348315,51571,210000.0,0.50099999,3.7692368,5,Poor,Poor,0,0,0,0,1
409,38616,160942,364089,127553,70718,216663,292018,111801,150628,383127,248142,139703,80000.0,0.38999999,-1.1411923000000002,4,Poor,Non_Severely_Poor,0,0,0,0,5
410,1622,161536,405234,122808,2883,262496,334833,90988,134547,531295,136415,119343,0.0,0.22299999,-2.0427959,2,Non_Poor,Non_Severely_Poor,0,0,0,0,1
411,168316,367695,339246,46343,172458,372026,325401,51715,179759,527826,467259,53956,143000.0,0.16699999999999998,2.2741518,1,Non_Poor,Non_Severely_Poor,0,0,0,0,1
412,66638,218108,294449,112005,86802,304348,198368,101682,236166,394349,164958,126127,,0.0,6.5274601,1,Non_Poor,Non_Severely_Poor,0,0,0,0,0
413,65500,136541,357586,131573,80020,143490,399594,68096,186091,299501,313739,122269,80000.0,0.38999999,4.1345582,4,Poor,Non_Severely_Poor,0,0,4,0,2
414,63765,157871,138224,331340,119638,130798,363030,77734,248131,475034,151432,47003,25000.0,0.16699999999999998,-1.2067275,1,Non_Poor,Non_Severely_Poor,0,0,0,0,24
415,161405,166219,336123,27453,56935,193196,410431,30638,95479,406524,375336,44261,225000.0,0.33399999,-0.18787779,3,Poor,Non_Severely_Poor,0,0,0,0,9
416,35477,192453,344015,119255,61132,255048,277051,97969,149305,385300,289551,97444,60000.0,0.33500001,-1.9727111,4,Poor,Non_Severely_Poor,0,0,0,0,5
417,78151,135346,285259,192444,110675,225131,260222,95172,183069,391366,264651,82514,120000.0,0.16699999999999998,-0.90142459,1,Non_Poor,Non_Severely_Poor,0,1,0,0,14
418,67945,207864,523401,122390,75931,296383,419514,129772,225350,695588,150140,157722,50000.0,0.44599998,2.4138758,5,Poor,Non_Severely_Poor,0,0,0,5,0
419,105061,298684,144286,143169,107888,284354,148185,150773,262061,329478,243169,86892,66200.0,0.33399999,1.9498671000000003,3,Poor,Non_Severely_Poor,0,0,0,0,3
420,16547,231952,593824,79277,25069,296086,507465,92980,74278,414405,596967,143150,70000.0,0.38999999,0.44863698,4,Poor,Non_Severely_Poor,0,2,7,0,6
421,63207,135805,401400,90788,89638,147388,420305,33869,135953,285409,422802,77436,,0.33399999,-1.6346881000000002,3,Poor,Non_Severely_Poor,0,0,0,0,5
422,77771,151182,156415,305832,99981,209447,345141,36631,221191,340106,306337,53966,40000.0,0.16699999999999998,0.22725676,1,Non_Poor,Non_Severely_Poor,0,0,1,0,1
423,179944,258437,278921,204298,222541,262135,289831,147093,347567,350042,358229,172962,91000.0,0.38999999,-1.206706,4,Poor,Non_Severely_Poor,0,2,3,0,1
424,117356,278451,186579,108814,95808,299675,189480,106237,100417,452870,257635,110678,216000.0,0.55699998,-1.113675,5,Poor,Poor,0,0,0,0,6
425,165105,190605,325306,240584,168523,285949,240841,226287,435905,362506,166499,263890,100000.0,0.38999999,-1.1387568,4,Poor,Non_Severely_Poor,0,2,0,0,5
426,134364,153171,436844,197221,168044,193376,420275,139905,269803,414806,315630,228561,30000.0,0.55699998,-1.3092654,5,Poor,Poor,0,0,1,0,2
427,160566,144446,188735,197453,186439,141238,280268,83255,319068,318804,242140,41588,73000.0,0.16699999999999998,2.0395024,1,Non_Poor,Non_Severely_Poor,0,0,3,0,3
428,24791,210316,543248,143245,56865,308661,436013,120061,134873,463676,500393,129858,130000.0,0.33399999,1.8983656,3,Poor,Non_Severely_Poor,0,0,0,0,0
429,41755,171019,358861,119565,51090,194618,357969,87523,106733,389613,371077,54177,95000.0,0.33500001,-3.4302025,4,Poor,Non_Severely_Poor,0,0,0,0,12
430,103490,272695,140483,174532,120298,278528,134652,157722,287013,343834,163532,127221,383571.44,0.44599998,-1.4043635,5,Poor,Non_Severely_Poor,0,2,0,1,12
431,74109,217779,365177,264535,132240,318616,217343,253401,362487,439377,204814,222122,265000.0,0.61299998,-1.5666478,5,Poor,Poor,0,2,2,0,6
432,61938,153391,405220,301051,141209,153188,499012,128191,260843,648644,132536,186777,77500.0,0.22299999,-0.89696348,2,Non_Poor,Non_Severely_Poor,0,0,0,0,1
433,83706,299474,426777,111643,98986,342675,365234,114705,180495,555713,338273,154319,10000.0,0.38999999,-2.5979099,4,Poor,Non_Severely_Poor,0,0,0,0,5
434,113859,174308,580952,52481,168430,167097,508199,77874,308480,293293,475246,151781,82857.141,0.50099999,-1.0819985,5,Poor,Poor,0,0,0,0,3
435,1341,111521,435844,142494,7178,229733,359096,95193,258843,372650,157918,132189,55000.0,0.22299999,3.7644525,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
436,73115,385139,437400,25946,102656,377497,408494,32953,108240,562217,506396,51947,65000.0,0.0,0.80983108,1,Non_Poor,Non_Severely_Poor,0,0,0,0,1
437,39185,300199,482420,99796,51513,280619,485654,103814,65354,383858,626675,152913,57000.0,0.27899998,-1.1516156000000002,2,Non_Poor,Non_Severely_Poor,0,4,0,0,3
438,49205,161605,197153,283237,111375,186513,309647,83665,330931,430131,91175,69363,249857.14,0.38999999,-1.1886148,4,Poor,Non_Severely_Poor,0,2,0,0,0
439,96424,230639,448097,146440,157274,310356,266174,187796,374378,366435,292551,195436,90000.0,0.16699999999999998,2.7017033,1,Non_Poor,Non_Severely_Poor,0,0,2,0,4
440,35291,104228,437528,344553,52097,163547,673836,32120,273491,590238,303526,61545,130000.0,0.22299999,0.81507671,2,Non_Poor,Non_Severely_Poor,0,0,0,0,2
441,3222,286942,444162,187274,10430,429104,343293,138773,66706,460184,584224,117686,95000.0,0.16699999999999998,1.1619993,1,Non_Poor,Non_Severely_Poor,0,0,0,0,0
442,116963,165935,440627,198075,68472,202944,533733,116451,96504,501853,468969,161474,59000.0,0.38999999,-0.015323662,4,Poor,Non_Severely_Poor,0,0,0,0,14
443,165574,355549,171993,228484,216012,333642,153117,218829,384054,434513,233236,176997,225000.0,0.22299999,3.2850661,2,Non_Poor,Non_Severely_Poor,0,3,5,0,5
444,63235,176241,293092,158632,100403,194923,338087,57787,261556,417417,220263,22364,169000.0,0.16699999999999998,-1.196382,1,Non_Poor,Non_Severely_Poor,0,0,0,0,2
445,53657,239042,294528,103973,58311,279002,245863,108024,198834,496669,94535,131562,60000.0,0.33500001,-2.1113746,4,Poor,Non_Severely_Poor,0,0,0,0,2
446,56887,154359,241272,238682,138746,164087,325060,63307,296212,483343,107231,34814,52000.0,0.44599998,-0.81939536,5,Poor,Non_Severely_Poor,0,0,0,0,5
447,52606,409434,293607,165953,60505,426318,270303,164474,186550,618139,289745,134366,30000.0,0.27899998,0.055463333,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
448,56107,229150,297588,108355,54829,278378,241734,116259,162934,528368,135849,94449,190000.0,0.16699999999999998,1.7377813000000002,1,Non_Poor,Non_Severely_Poor,0,0,0,0,8
449,108974,156637,355101,300888,136128,181475,485534,118463,355443,407522,284360,181475,130000.0,0.44599998,-0.79686487,5,Poor,Non_Severely_Poor,0,0,0,0,0
450,154836,220694,347941,198129,174571,257019,293974,196036,318394,382251,377366,150789,315000.0,0.33399999,3.3173974000000004,3,Poor,Non_Severely_Poor,0,1,0,0,13
451,137695,183581,465974,134350,151734,252222,381310,136334,322796,569407,135367,201230,165000.0,0.16699999999999998,5.3562102,1,Non_Poor,Non_Severely_Poor,0,0,1,0,0
452,101587,278205,328615,213193,180131,319154,206364,215951,502545,265688,165416,295151,30000.0,0.50199997,-2.3592086,5,Poor,Poor,0,0,1,0,0
453,128406,117182,393920,51692,70853,219441,329201,71705,146921,437733,286234,50712,344000.0,0.33399999,0.61361432,3,Poor,Non_Severely_Poor,0,1,0,0,12
454,84196,238699,426380,172325,94139,276648,447859,102954,255829,460272,278219,234480,60000.0,0.50199997,-2.7599945,5,Poor,Poor,0,0,0,0,0
455,201613,180933,420615,118439,189021,223501,363038,146040,277488,352738,526180,72394,625000.0,0.22299999,3.8119109,2,Non_Poor,Non_Severely_Poor,0,0,3,0,2
456,53185,307064,424810,136541,218882,297715,264577,140426,249231,514004,306433,159132,0.0,0.16699999999999998,1.0702194,1,Non_Poor,Non_Severely_Poor,0,0,0,0,0
457,14246,212466,659695,35193,13487,235774,636787,35552,40811,534892,626363,26734,50000.0,0.22299999,-1.0026889,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
458,118770,210422,407523,184885,148921,228153,434413,110113,243051,432472,456337,96940,427000.0,0.38999999,1.1580297,4,Poor,Non_Severely_Poor,0,0,0,0,2
459,70010,123089,382896,345605,114266,246402,377789,183143,410245,453719,230572,134264,80000.0,0.16699999999999998,1.6257945,1,Non_Poor,Non_Severely_Poor,0,0,1,0,2
460,50770,165275,335652,139503,56222,202180,377468,55330,149022,342196,365753,64629,0.0,0.50199997,-2.5317109,5,Poor,Poor,0,0,0,1,5
461,165999,142123,519636,93842,214243,111617,573522,22218,334653,204762,636335,53050,59000.0,0.16699999999999998,1.2136729,1,Non_Poor,Non_Severely_Poor,0,5,13,0,5
462,274105,128313,139034,149748,192039,204515,139879,154767,361283,232871,210606,116840,189000.0,0.22299999,-0.92074722,2,Non_Poor,Non_Severely_Poor,0,0,1,0,2
463,82227,350812,369836,118725,78460,359377,356467,127296,81948,441908,572881,132063,325500.0,0.22299999,0.42519572,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
464,54851,322306,496556,47887,35307,338225,498896,49172,46636,437741,718830,25593,143871.44,0.44599998,-3.1582367,5,Poor,Non_Severely_Poor,0,0,0,0,0
465,154974,281354,347422,137850,155995,360175,275558,129872,357587,616176,81827,173210,435000.0,0.33399999,2.2428367,3,Poor,Non_Severely_Poor,0,1,1,0,0
