,r0,r1,r2,r3,r4,r5,r6,r7,g0,g1,g2,g3,g4,g5,g6,g7,b0,b1,b2,b3,b4,b5,b6,b7,total_income_2_b,total_deprivations,Wealth_Index,total_deprivations_2,Poor_MPI,Severely_Poor_MPI,train,truck,car,potted plant,person
116,180,9516,37960,149032,275705,186157,32109,541,183,14031,74505,150887,232904,182599,27319,8772,719,29509,127288,218737,303198,200878,11686,29585,60000.0,0.44599998,-3.2200139,5,Poor,Non_Severely_Poor,0,2,1,0,0
117,20352,21915,27161,85006,360836,100235,25650,50045,15238,24027,43305,136687,360148,34141,28639,49015,10123,21012,49251,208443,465722,77422,18471,71156,22571.428,0.33399999,0.4779264,3,Poor,Non_Severely_Poor,0,1,0,0,12
118,21430,48239,114626,240318,209719,63458,79847,143963,33888,88534,206090,175799,146403,44981,73781,152124,191026,205585,230929,185187,83327,39155,89604,203987,225000.0,0.16699999999999998,0.74016851,1,Non_Poor,Non_Severely_Poor,0,0,1,0,9
119,4253,11459,36386,67782,181742,87628,211859,90091,9632,39892,97871,74806,176553,290587,1791,68,44866,114963,282164,231882,107158,135361,2028,3178,50000.0,0.056000002,0.03625603,1,Non_Poor,Non_Severely_Poor,0,0,0,0,11
120,60244,89999,116725,76927,85428,237956,204517,49804,99056,103041,95548,91904,114654,297674,93355,26368,281143,141594,229962,275188,93533,177074,14984,15322,60000.0,0.16699999999999998,1.5947809,1,Non_Poor,Non_Severely_Poor,0,1,0,0,0
121,11040,36655,81473,94648,154411,203209,83145,26619,10375,46654,96358,108860,177335,176302,50126,25190,97106,154443,154298,172548,143649,70330,70222,59004,16000.0,0.44599998,-3.0691917,5,Poor,Non_Severely_Poor,0,0,0,0,0
122,11512,41233,122006,139115,117662,277987,193919,18166,48762,102709,110664,106842,146946,243766,142704,19207,138672,183983,140449,223405,206216,102217,144018,89840,75000.0,0.22299999,1.3976841999999998,2,Non_Poor,Non_Severely_Poor,0,0,0,0,8
123,28040,27040,60789,140408,170449,292914,154182,47778,30577,44011,92683,177485,323745,90494,130974,31631,46910,82547,120006,336514,402237,129280,92975,18331,197000.0,0.50199997,-2.8830903,5,Poor,Poor,0,0,0,0,1
124,66041,59642,76842,112397,140540,148859,221930,95349,72278,93184,85552,140280,142846,222466,77778,87216,140222,149068,171602,299220,212554,33282,138846,84006,107000.0,0.16699999999999998,-1.3414909,1,Non_Poor,Non_Severely_Poor,0,0,0,0,10
125,2056,30273,66690,93748,152829,336487,156443,83074,1306,46800,85878,147498,368889,152925,74156,44148,11999,115184,237248,417392,272678,79504,43153,51642,15000.0,0.27899998,-0.89395857,2,Non_Poor,Non_Severely_Poor,0,0,0,0,2
126,8,2865,30405,41133,154989,410484,8813,42503,249,31829,42196,142250,395550,34966,1436,42724,1888,39493,61500,137036,587741,49711,1693,42538,78000.0,0.22299999,0.68987,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
127,5224,31625,54483,122784,233403,262350,195663,16068,11484,72835,75065,128369,238252,253203,122958,19434,46591,130222,177552,332765,308868,127096,73358,32348,230000.0,0.16699999999999998,-0.98880017,1,Non_Poor,Non_Severely_Poor,0,0,0,0,2
128,32430,75684,92347,85373,233612,185778,154829,61547,39443,95950,106829,218125,167989,145857,75567,71840,143182,242616,273991,158721,112330,43797,126838,127325,207700.0,0.33399999,1.1721495000000002,3,Poor,Non_Severely_Poor,0,0,0,0,3
129,4539,58758,70943,82655,128003,330900,154201,91601,2362,44512,72009,143984,401154,139650,17318,100611,11507,87795,296308,459485,118527,90716,21264,143198,60000.0,0.44599998,0.24119724,5,Poor,Non_Severely_Poor,0,0,1,0,0
130,12839,47969,118467,202345,204478,118389,134932,82181,18481,98632,141549,179289,194203,148119,70675,70652,111536,145213,217648,333637,180392,101585,67879,70910,85000.0,0.27899998,-1.0497726,2,Non_Poor,Non_Severely_Poor,0,1,2,0,1
131,6340,106694,112966,91250,84080,124986,70569,94315,4074,65166,145744,117936,173322,54688,42658,87612,14106,112394,208332,253941,149897,40490,38657,103783,4000.0,0.27899998,-1.2119606,2,Non_Poor,Non_Severely_Poor,0,0,1,0,1
132,107505,68079,33605,110759,176420,77494,67054,50284,90215,91777,27595,134748,163110,70241,68554,44960,125626,124978,97335,153980,182577,139211,64465,33428,10000.0,0.50099999,1.0519205,5,Poor,Poor,0,0,1,0,20
133,921600,0,0,0,0,0,0,0,921600,0,0,0,0,0,0,0,1228800,0,0,0,0,0,0,0,144857.14,0.38999999,0.69253534,4,Poor,Non_Severely_Poor,0,0,0,0,0
134,72469,62506,79006,94996,124174,250583,225266,12600,67438,106465,96083,123172,200068,238994,84031,5349,146519,225997,343806,123344,71048,171649,88314,58123,145000.0,0.33399999,2.5721700000000003,3,Poor,Non_Severely_Poor,0,0,0,0,0
135,24149,57427,126350,205667,209326,210642,66942,21097,32991,79419,170462,189548,202902,204114,21169,20995,34499,118469,260818,388130,281332,113583,11776,20193,330000.0,0.33399999,2.3269153,3,Poor,Non_Severely_Poor,0,0,0,0,4
136,24580,65311,87326,96313,211553,359982,55861,20674,24319,78418,87026,94748,212479,321260,75557,27793,57879,113581,187526,299953,288802,177719,79975,23365,55000.0,0.50199997,-3.5460801,5,Poor,Poor,0,0,2,1,4
137,4555,37416,88975,158817,228962,289195,75265,38415,9368,52626,122031,171313,204823,255814,64710,40915,93769,156108,268484,259952,245068,131478,30282,43659,50000.0,0.22299999,-1.4262018,2,Non_Poor,Non_Severely_Poor,0,0,0,0,11
138,14452,25145,65731,146452,197407,325838,132349,14226,22357,59595,88560,171273,257259,228997,78762,14797,84068,140925,211907,369947,175318,142768,88157,15710,30000.0,0.22299999,-2.6431148,2,Non_Poor,Non_Severely_Poor,0,0,0,0,9
139,42021,85399,59620,96883,172858,110751,81550,42118,67559,82839,57097,89118,174644,152795,28369,38779,122994,83102,79485,200617,249579,105220,46250,34353,72500.0,0.16699999999999998,-1.1222095,1,Non_Poor,Non_Severely_Poor,0,0,0,0,0
140,33341,93409,69053,94435,116177,330178,165000,20007,18619,87998,117781,132184,319241,138808,75737,31232,54960,160306,319122,230807,185803,211122,26657,40023,60000.0,0.27899998,-1.7027245,2,Non_Poor,Non_Severely_Poor,0,0,0,0,3
141,13253,58556,80158,130587,139791,109280,101716,57859,29743,86724,106013,151247,88515,76560,91401,60997,94215,195435,164222,111635,132237,54532,90067,79257,119000.0,0.44599998,-0.6588549,5,Poor,Non_Severely_Poor,0,1,2,0,10
142,42639,88499,119390,169377,194410,74822,109014,123449,47247,90249,153598,209864,141372,72494,82037,124739,64612,136572,210591,167867,337830,104192,85380,121756,180000.0,0.16699999999999998,0.10886447,1,Non_Poor,Non_Severely_Poor,0,2,4,0,25
143,18445,20001,19379,69043,128528,148679,218197,68928,30222,113487,95032,108948,124270,137373,52390,29478,115704,277016,184963,101897,101646,121433,12338,6603,290000.0,0.22299999,2.3880835,2,Non_Poor,Non_Severely_Poor,0,0,0,0,2
144,6318,48761,117212,147123,206253,264628,95142,36163,22067,110100,131792,154257,184410,198030,85645,35299,98944,210061,167371,193741,228835,137737,103706,88405,201500.0,0.44599998,-1.6841513,5,Poor,Non_Severely_Poor,0,2,1,0,6
145,665,45802,61249,128027,224118,296054,82133,83552,4779,42361,161857,238907,242127,138733,11639,81197,7617,75095,233776,292146,311251,189729,23203,95983,20000.0,0.22299999,0.083464727,2,Non_Poor,Non_Severely_Poor,0,0,0,0,3
146,29,9701,115275,160127,168506,177443,195225,95294,3204,126190,81299,134699,175839,154906,168986,76477,108681,171464,174773,347947,107839,187234,53139,77723,53428.57,0.112,-3.0560777000000003,1,Non_Poor,Non_Severely_Poor,0,0,0,0,1
147,42209,48967,104221,131526,115730,213635,180262,85050,57723,106799,113574,96142,127714,286687,110748,22213,100622,172648,170370,283111,166458,242149,51436,42006,175000.0,0.22299999,-0.91690129,2,Non_Poor,Non_Severely_Poor,0,0,0,0,7
148,489,15864,22157,121816,461048,268182,18958,13086,124,13553,32220,193558,479457,173917,16077,12694,744,16873,77757,347397,594562,162899,15348,13220,42000.0,0.16699999999999998,-1.2977381,1,Non_Poor,Non_Severely_Poor,0,0,0,0,0
149,1750,35597,79008,159628,219977,373844,51716,80,6260,56002,105032,142749,271186,266927,73393,51,46277,124207,184221,277061,196644,215397,178230,6763,75000.0,0.44599998,-1.655584,5,Poor,Non_Severely_Poor,0,1,3,0,14
150,65032,109764,168772,172261,120917,78092,67950,138812,64096,125306,213829,174842,88118,74521,74725,106163,95063,226564,312422,203759,167512,112733,26447,84300,232857.14,0.16699999999999998,1.5825653,1,Non_Poor,Non_Severely_Poor,0,0,4,1,4
151,23339,33752,77449,217194,235574,143127,92052,99113,43788,45031,115761,200346,249693,85940,76087,104954,65764,113639,159625,318212,269547,120307,74977,106729,52942.859,0.27899998,-1.3010393,2,Non_Poor,Non_Severely_Poor,0,0,1,0,10
152,9221,26343,45000,88495,195975,254603,265347,36616,21333,73974,72584,141036,340117,165945,65610,41001,84791,215666,249541,305074,238899,26520,56546,51763,410000.0,0.38999999,0.20788689,4,Poor,Non_Severely_Poor,0,0,1,0,6
153,32174,101300,75981,47784,53793,69835,223131,87202,51764,119661,67958,61474,89921,202125,70653,27644,222065,120141,95015,227052,151811,33146,37467,34903,157000.0,0.056000002,3.1446953,1,Non_Poor,Non_Severely_Poor,0,0,0,0,2
154,15827,63518,151607,77291,117669,155061,62156,48071,24718,62348,72738,114582,225663,108110,50799,32242,39365,76115,198087,234167,229430,71382,18452,54602,200500.0,0.16699999999999998,0.80580348,1,Non_Poor,Non_Severely_Poor,0,0,1,0,16
155,24318,48766,92802,123832,186527,151216,256697,37442,56223,108232,150685,131237,125064,194490,108080,47589,261356,307445,293660,148324,53028,33460,121277,10250,250000.0,0.33399999,2.5915391,3,Poor,Non_Severely_Poor,0,0,0,0,2
156,11476,33674,58518,133826,251695,284304,109949,38158,4800,36285,78694,184282,315865,156386,66142,79146,2933,34969,116844,327939,364466,189765,87088,104796,250000.0,0.33399999,1.9246629,3,Poor,Non_Severely_Poor,0,1,1,0,3
157,21069,72387,61280,61252,179503,228848,64851,2010,36768,78324,56843,73183,205971,163622,75183,1306,110382,102845,147640,226281,155642,126900,51484,426,500000.0,0.16699999999999998,2.5670166,1,Non_Poor,Non_Severely_Poor,0,2,4,0,6
158,49,4040,33906,98619,297014,216410,34313,6849,149,19205,50422,148866,248961,178532,37338,7727,8603,56990,93736,226452,281623,179350,41321,33525,220571.42,0.16699999999999998,-0.6839034,1,Non_Poor,Non_Severely_Poor,0,0,0,0,3
159,31721,69913,71918,75052,176133,160638,29381,76444,37137,91942,121903,161302,145190,35099,11239,87388,66867,194124,226088,170896,138261,21685,11144,92535,235000.0,0.33399999,2.8421464,3,Poor,Non_Severely_Poor,0,0,1,0,1
160,6837,61795,115124,50125,127988,254926,60848,13557,10314,111600,75808,49668,193936,218716,18086,13072,56154,125578,67696,208630,301384,127429,24414,10315,70000.0,0.44599998,-2.9692245,5,Poor,Non_Severely_Poor,0,0,0,0,3
161,115060,61502,56401,138259,273062,98185,106231,72900,38957,69013,123589,169208,281144,57831,50583,131275,44520,100072,188683,342346,273120,44707,16359,218993,150000.0,0.22299999,-0.24743073,2,Non_Poor,Non_Severely_Poor,0,0,0,0,7
162,2285,4155,33457,123507,122642,254317,139958,10879,3110,28824,89751,121853,136456,210632,89742,10832,39231,161047,178117,235388,96100,79132,89641,42944,,0.50099999,3.5510080000000004,5,Poor,Poor,0,0,1,0,5
163,24717,78866,89817,99879,109795,109878,111974,66274,24803,93455,129417,142763,118596,23329,86851,71986,212813,222996,158005,89768,19169,16703,109864,92282,20000.0,0.27899998,-3.5447986000000005,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
164,46558,67300,75871,102961,92015,125496,118509,62490,43589,93644,83107,101407,130887,116317,49673,72576,133455,118108,150109,179719,146609,57869,19554,116177,382000.0,0.38999999,1.052992,4,Poor,Non_Severely_Poor,0,0,0,0,1
165,78458,98769,131486,214869,140704,70321,77679,109314,90856,125932,140862,154122,136593,79982,80237,113016,293878,115395,163728,157026,242352,149162,12993,94266,250000.0,0.16699999999999998,2.0942924,1,Non_Poor,Non_Severely_Poor,0,0,3,0,0
166,1486,26260,81555,138655,204612,295691,64501,108840,2593,36047,100314,163966,364071,114690,8332,131587,5621,64268,223316,410638,245926,79039,27706,172286,25000.0,0.55799997,-3.9758816,5,Poor,Poor,0,0,0,0,0
167,2550,24817,73490,144523,199109,201725,172579,102807,16831,94529,218242,69315,123739,257714,98900,42330,133302,180980,355088,189729,79242,158725,94901,36833,85000.0,0.38999999,-2.4606497000000003,4,Poor,Non_Severely_Poor,0,0,1,0,0
168,13275,40521,68006,109890,125033,201130,278284,85461,23155,86469,109383,117239,189968,219981,147147,28258,111233,235326,326989,152701,83920,81054,148369,89208,41000.0,0.27899998,-1.9110539,2,Non_Poor,Non_Severely_Poor,0,0,0,0,11
169,4803,41130,74966,177857,169109,298857,151026,3852,3305,48805,93960,219007,173582,288489,87391,7061,20852,107288,232280,324763,245579,182432,55339,60267,475000.0,0.38999999,3.1268048,4,Poor,Non_Severely_Poor,0,0,0,0,1
170,14901,59573,95466,100533,122535,171244,255058,102290,21439,103113,99961,87937,186277,233563,108437,80873,76887,163655,240616,246255,103337,131270,83634,183146,31500.0,0.44599998,-3.550597,5,Poor,Non_Severely_Poor,0,0,0,0,10
171,6893,42082,81046,128670,246688,257940,50753,107528,8831,77313,163796,166038,197325,158522,78095,71680,63410,156337,234749,394447,135603,132061,59228,52965,58000.0,0.22299999,1.1169025,2,Non_Poor,Non_Severely_Poor,0,1,0,0,2
172,2220,32200,50162,86906,228025,360166,136503,25418,6192,50227,65973,136447,255210,321238,56952,29361,73668,101453,105616,219290,432885,200886,54065,40937,168789.0,0.61299998,-0.0095903147,5,Poor,Poor,0,0,0,0,1
173,40301,48714,88826,211337,266026,145142,70315,50939,30779,85477,165395,174483,229827,120817,61475,53347,48829,101842,211467,204630,288326,283499,34162,56045,23000.0,0.22299999,-1.5882508,2,Non_Poor,Non_Severely_Poor,0,0,0,0,2
174,34953,80828,106216,189145,212561,130990,12523,154384,46328,76337,133202,226558,157677,109229,11863,160406,95328,155294,235758,205860,178000,175490,18631,164439,40000.0,0.33399999,0.12282623,3,Poor,Non_Severely_Poor,1,0,0,0,5
175,55279,200847,151025,172447,161768,105401,28076,46757,81268,183728,156655,173911,150352,111482,26295,37909,211359,259806,183744,183191,176812,164370,25491,24027,20000.0,0.33399999,0.08026859900000001,3,Poor,Non_Severely_Poor,0,0,0,0,0
176,53110,27889,59405,270120,201181,95744,170531,43620,52204,39074,85162,268578,212060,94608,140468,29446,74213,76413,173393,322693,340838,77533,108045,55672,242000.0,0.16699999999999998,6.4028635000000005,1,Non_Poor,Non_Severely_Poor,0,0,0,0,0
177,22870,101200,131037,180666,109370,67733,228017,80707,23836,112946,188536,177973,55842,115315,229493,17659,177975,303098,250733,135795,91912,38890,210884,19513,330000.0,0.50199997,2.5458372,5,Poor,Poor,0,0,0,1,0
178,1566,4552,25569,67765,217508,203504,93935,76801,3160,18063,45548,162779,242196,154165,35791,29498,15045,92498,251030,205544,204318,115542,17190,20433,12000.0,0.33399999,-0.95985806,3,Poor,Non_Severely_Poor,0,0,0,0,17
179,11488,28497,48684,182456,333854,255755,22248,38618,12346,43416,95718,144644,318396,242024,26065,38991,12169,43321,83020,253884,495771,282620,18290,39725,56000.0,0.27899998,0.42113259,2,Non_Poor,Non_Severely_Poor,0,0,0,0,2
180,7994,41784,78938,137439,159584,103731,123690,38040,8667,65705,94433,116417,230938,93521,76579,4940,27153,134634,175748,135610,234165,171162,34072,9056,632000.0,0.44599998,4.0040817,5,Poor,Non_Severely_Poor,0,0,0,0,3
181,64400,49682,33748,77046,302818,280129,92830,20947,10346,34909,48352,170445,332188,224931,79073,21356,104924,57524,165422,218235,381755,199295,79293,22352,81200.0,0.22299999,0.81507671,2,Non_Poor,Non_Severely_Poor,0,0,0,0,4
182,572,21530,87911,130889,120500,147203,156903,25692,4121,60800,129837,95885,145139,172996,64816,17606,33649,124302,168516,244514,180269,65653,90017,14680,45000.0,0.22299999,-2.689064,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
183,12550,18585,67730,140441,235774,142975,45208,27937,291,24142,82938,138173,256841,127181,33806,27828,1884,37088,128523,262285,322944,117527,14999,36350,65142.859,0.55799997,-3.6786442,5,Poor,Poor,0,0,0,0,0
184,5037,16866,29527,64190,120465,271312,148446,35357,11693,42823,95641,160252,159496,162695,56571,2029,27385,119187,124471,247913,257470,100914,39147,5113,85000.0,0.0,-0.51232815,1,Non_Poor,Non_Severely_Poor,0,0,1,0,0
185,22916,65892,59259,83563,65294,186359,186960,20957,18428,114050,95512,101724,134485,108099,97269,21633,65344,175499,238608,146263,96686,39569,140286,19345,120000.0,0.44599998,-1.3111894,5,Poor,Non_Severely_Poor,0,0,0,1,13
186,23928,75299,66527,83413,135103,144535,68895,93500,34037,88609,111311,112856,90811,139265,44300,70011,104539,121910,177963,146859,79505,159852,69524,61448,45000.0,0.38999999,0.29433718,4,Poor,Non_Severely_Poor,0,2,8,0,0
187,29410,26667,30876,35179,224813,247445,91410,5400,28112,43657,27913,55068,323112,159081,50605,3652,80397,110207,52662,121982,365518,166781,16242,7811,132000.0,0.38999999,-1.1163857,4,Poor,Non_Severely_Poor,0,0,0,0,0
188,41169,44689,63995,90745,120789,96324,201358,32131,45355,57448,118259,116460,105153,193756,49518,5251,129810,92298,205906,264197,124044,73513,4539,27293,45000.0,0.33399999,0.67264462,3,Poor,Non_Severely_Poor,0,3,1,0,3
189,5672,18641,72896,165751,181603,133759,81049,31829,4513,24723,101742,203782,150641,106646,39479,59674,17312,94809,278721,185677,119900,124373,38487,62321,60000.0,0.38999999,-2.0480568,4,Poor,Non_Severely_Poor,0,0,0,0,1
190,36162,109214,190629,239998,195031,89233,5887,55446,36103,118611,182035,226786,183666,109787,8582,56030,97842,205532,247177,227281,179554,137559,34477,99378,200000.0,0.33399999,-0.6839034,3,Poor,Non_Severely_Poor,0,0,4,0,1
191,35664,49725,91023,119132,166627,62460,120617,45952,39057,88168,110705,159355,97049,28463,114128,54275,74966,173721,208094,154401,79130,23909,103091,104288,45000.0,0.38999999,1.6255218,4,Poor,Non_Severely_Poor,0,1,0,0,11
192,3975,43822,76761,151616,173304,112139,67010,62573,9145,58646,119240,135377,186165,76791,74871,30965,45389,125940,200372,202473,177332,109281,34933,25880,45714.285,0.056000002,0.57896268,1,Non_Poor,Non_Severely_Poor,0,0,0,0,0
193,19847,40765,103961,211030,215711,116779,132440,81067,24241,95921,131151,209087,183523,121136,67682,88859,112410,201207,199677,213018,255847,111316,79353,55972,50000.0,0.16699999999999998,-0.31360298,1,Non_Poor,Non_Severely_Poor,0,0,0,0,3
194,26313,66802,78419,134279,359721,135557,58850,61659,19454,60628,88186,153756,378957,120501,30536,69582,31056,85013,130482,350090,365851,121101,42225,102982,30000.0,0.16699999999999998,0.41660309,1,Non_Poor,Non_Severely_Poor,0,0,6,4,5
195,73490,115187,90965,111039,159565,171311,116352,83691,54191,113638,99602,138025,197617,146068,99155,73304,40761,167907,167494,204576,261112,180579,109371,97000,86000.0,0.50099999,-1.0158081,5,Poor,Poor,0,0,0,0,2
196,12178,71950,158444,204356,226103,176391,40528,31650,12621,80291,162991,195635,175042,177831,53676,63513,55180,107110,263603,262728,234510,183494,68928,53247,282000.0,0.33399999,2.4764385,3,Poor,Non_Severely_Poor,0,0,0,0,5
197,36648,124552,186919,149322,92327,96736,98817,136279,32874,112166,173664,182450,99358,106954,80275,133859,71378,175777,220489,188090,184563,144018,30442,214043,78500.0,0.38999999,-1.1195389,4,Poor,Non_Severely_Poor,0,0,0,0,13
198,9105,32582,69488,83530,132726,226754,230542,136873,28073,69431,68108,134598,321300,257808,19107,23175,103757,227257,372687,386047,92301,21924,8050,16777,150000.0,0.16699999999999998,3.4409292,1,Non_Poor,Non_Severely_Poor,0,0,0,0,0
199,17126,41106,91958,242337,248203,89036,92594,99240,23554,74078,133353,301587,178828,54474,44094,111632,91892,248557,337994,232383,105067,34522,21103,157282,100000.0,0.22299999,-1.0351306999999998,2,Non_Poor,Non_Severely_Poor,0,0,1,0,4
