,r0,r1,r2,r3,r4,r5,r6,r7,g0,g1,g2,g3,g4,g5,g6,g7,b0,b1,b2,b3,b4,b5,b6,b7,total_income_2_b,total_deprivations,Wealth_Index,total_deprivations_2,Poor_MPI,Severely_Poor_MPI,train,truck,car,potted plant,person
550,87985,106879,106067,127092,104660,217678,123162,48077,93730,122552,103717,96263,163897,198934,94590,47917,154545,150661,153933,272029,194516,152407,115501,35208,80000.0,0.33399999,5.509182,3,Poor,Non_Severely_Poor,0,0,7,0,6
551,22264,64549,79436,119015,129169,70003,77752,129012,29433,60000,132595,159648,74316,72044,93501,69663,103713,255551,155810,132010,118917,30338,43888,81373,50000.0,0.44599998,-1.4167995,5,Poor,Non_Severely_Poor,0,0,0,0,12
552,46931,105562,122421,101282,191352,286365,51577,16110,38411,110007,172359,256233,185581,131556,10934,16519,84580,198559,348225,251776,197358,93118,21951,33233,30000.0,0.38999999,-0.42207909,4,Poor,Non_Severely_Poor,0,0,0,0,0
553,12441,37890,131011,115948,220596,312757,85735,5222,10549,64678,126823,109876,306318,186961,104800,11595,40232,145228,164031,364113,276538,36262,167573,34823,,0.38999999,2.2488222,4,Poor,Non_Severely_Poor,0,1,3,0,3
554,22998,62852,81495,73422,129126,390719,114293,46695,15348,84919,88380,107980,274172,260522,42136,48143,69945,135838,246999,433552,179728,82546,31518,48674,19214.285,0.22400001,-4.8792285999999985,2,Non_Poor,Non_Severely_Poor,0,0,0,0,7
555,10857,44935,46255,84840,145450,272596,86004,263,4214,32863,106519,81089,196540,187647,77617,4711,32640,110539,154237,212374,187627,140942,75020,8221,138000.0,0.0,-0.0030027262,1,Non_Poor,Non_Severely_Poor,0,0,0,0,12
556,20115,14485,45779,151595,227947,112596,114390,4293,41552,25069,48226,130533,209635,179101,51959,5125,55724,32451,76307,228019,375553,123870,19268,10408,15000.0,0.44599998,-3.5719275,5,Poor,Non_Severely_Poor,0,0,0,0,4
557,2078,28331,50723,90830,283913,339166,18146,108413,1309,37160,92615,179250,353645,131888,13422,112311,76024,219592,198701,364446,135519,27438,55184,151896,126020.0,0.33399999,2.8152616000000004,3,Poor,Non_Severely_Poor,0,0,1,0,4
558,32444,66994,166499,161737,130259,251957,96476,15234,45334,119474,135705,215106,103293,206730,85454,10504,140230,232326,237564,185402,222472,160842,32450,17514,50000.0,0.38999999,0.46612868,4,Poor,Non_Severely_Poor,0,0,0,1,11
559,22976,28951,59451,64348,170676,277957,190517,106724,34323,66771,91140,119243,163177,332274,114229,443,106500,200557,266817,199502,137617,219548,27890,70369,47285.715,0.16699999999999998,0.60295975,1,Non_Poor,Non_Severely_Poor,0,2,0,0,0
560,13304,36820,84694,233182,95176,97792,200260,160372,28118,66750,153582,202729,84940,118060,232932,34489,90402,191201,267052,182492,206453,112603,140770,37827,165714.28,0.27899998,-1.5514745,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
561,3269,18682,28389,46955,152132,486431,184588,1154,5194,25208,46848,115201,510897,213363,4645,244,13979,53703,183785,465328,435638,70644,5383,340,0.0,0.61299998,-3.5140629,5,Poor,Poor,0,0,1,0,4
562,10644,29688,69595,219746,295700,126524,107964,61739,7402,64405,156343,207226,212119,136361,74092,63652,19680,110391,190011,317503,350179,147643,36205,57188,42571.43,0.112,-1.1646223999999998,1,Non_Poor,Non_Severely_Poor,0,0,0,0,3
563,22594,40945,100122,157320,198821,134309,218167,49322,26389,59604,135154,162322,190550,178195,150919,18467,82538,195558,261955,272770,190782,180370,35008,9819,125000.0,0.22299999,-1.1959486,2,Non_Poor,Non_Severely_Poor,0,0,0,0,2
564,80747,35099,72342,145966,366394,161366,43932,15754,84128,55233,77961,143137,353012,151596,47025,9508,109186,104135,130238,210726,406365,199246,49371,19533,0.0,0.33500001,-4.8563914000000015,4,Poor,Non_Severely_Poor,0,0,0,0,0
565,7350,23297,85330,224672,176739,91124,21861,60827,7349,37924,114180,201448,166678,82457,9399,71765,31402,141123,203099,183475,138931,74500,27688,121382,119000.0,0.22299999,-1.0755377,2,Non_Poor,Non_Severely_Poor,0,0,0,0,6
566,41131,61424,102852,116204,143684,260955,81419,113931,70522,85497,165641,154174,217716,45465,60581,122004,114791,224037,218345,132566,238726,54981,75631,169723,152000.0,0.16699999999999998,6.5772672000000005,1,Non_Poor,Non_Severely_Poor,0,0,2,1,10
567,102097,140693,93104,73209,94766,112042,213258,92431,136549,136934,107830,101729,49270,194160,90513,104615,307057,166991,187911,185457,49563,26021,198839,106961,60000.0,0.44599998,1.826704,5,Poor,Non_Severely_Poor,0,0,0,0,5
568,6233,3025,28944,116394,377524,249945,56597,82938,5519,36632,96176,218018,313618,140385,32610,78642,11306,88849,193801,285674,415723,138938,32674,61835,176000.0,0.38999999,0.52430576,4,Poor,Non_Severely_Poor,0,0,1,0,0
569,339,16252,70996,156533,454479,127621,78394,16986,454,25826,119116,157359,435728,47881,94200,41036,15859,118607,167843,208291,521964,59266,70454,66516,135000.0,0.27899998,-0.82502985,2,Non_Poor,Non_Severely_Poor,0,2,3,0,0
570,48516,59002,52729,74143,174628,176301,89621,16260,34800,61208,77677,100133,213996,143834,39161,20391,93478,99811,148933,158729,219873,143305,32237,25234,395000.0,0.22299999,4.8912597,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
571,26170,77758,124854,118784,109606,149837,49223,34968,21894,88119,130627,122766,129566,122236,36347,39645,79198,121588,177537,232122,151221,82431,45819,31684,86714.281,0.33399999,-0.34615326,3,Poor,Non_Severely_Poor,0,0,0,0,0
572,46168,120893,129147,88824,177719,181169,146554,31126,72200,141846,126048,138631,136469,165005,110416,30985,183886,181931,133691,124112,316635,103990,156713,27842,183000.0,0.0,2.5313821,1,Non_Poor,Non_Severely_Poor,0,3,5,0,3
573,219659,168749,242131,220520,69943,106,168,324,220133,170911,239225,218750,71980,111,168,322,278467,302641,261216,209204,97287,25282,27553,27150,57571.43,0.33399999,-1.2365931,3,Poor,Non_Severely_Poor,0,0,0,0,1
574,3051,28417,112704,133753,73840,219330,115070,5035,1034,41799,149998,111594,122273,195644,65094,3764,29421,149522,173235,241361,203970,68779,52617,2695,110000.0,0.27899998,-3.0443919,2,Non_Poor,Non_Severely_Poor,0,0,0,0,4
575,20462,36772,135406,143670,215209,311466,56431,2184,27240,81495,98903,157159,282704,231442,40433,2224,52003,119524,189361,301388,231449,211001,46784,77290,84500.0,0.38999999,1.7250499,4,Poor,Non_Severely_Poor,0,2,5,0,5
576,3078,18793,47796,78111,155572,261051,344970,12229,9730,53021,85847,168081,220135,199790,179786,5210,107090,232362,319768,177241,12463,6146,194456,179274,15000.0,0.38999999,-1.0716535,4,Poor,Non_Severely_Poor,0,0,0,0,2
577,297,5742,60885,158643,86632,176561,200506,1934,2419,36349,150481,93532,77722,212035,118458,204,28556,158906,131624,194965,141470,126729,72968,66382,80000.0,0.38999999,-1.6704646,4,Poor,Non_Severely_Poor,0,0,0,0,0
578,24845,75001,90691,141377,172870,126730,49530,10156,5890,62299,90225,163336,193774,116051,35006,24619,22031,98697,132443,254236,211058,80283,58247,64605,100000.0,0.27899998,-2.8854513,2,Non_Poor,Non_Severely_Poor,0,1,3,0,1
579,28496,41783,105934,175727,137376,122363,45638,33883,24551,59901,162181,103316,104922,60386,125164,50779,30644,105033,199364,196052,133127,83659,40219,133502,82000.0,0.22299999,2.7724843,2,Non_Poor,Non_Severely_Poor,0,0,0,0,2
580,2139,15108,37052,78240,250572,251284,46415,10390,1805,12272,40772,117362,301321,191430,10874,15364,14739,41336,84291,298968,381440,72354,12778,15694,216000.0,0.38999999,-1.4952297,4,Poor,Non_Severely_Poor,0,0,0,0,12
581,9037,51450,80089,163028,267419,149498,86827,114252,10813,67427,110817,240477,218563,101462,81327,90714,32572,168442,328381,291601,146534,81390,76959,102921,,0.16699999999999998,2.2055161,1,Non_Poor,Non_Severely_Poor,1,0,2,1,15
582,6879,61459,90075,68387,120741,164440,104617,74602,55765,100369,69387,60188,170925,152603,69301,12662,130048,81034,101170,202184,273420,117841,4114,11789,270000.0,0.22299999,-0.85834724,2,Non_Poor,Non_Severely_Poor,0,0,2,0,6
583,38626,21530,22225,62644,188981,290928,176698,119968,40401,31614,50009,197597,213552,289594,95836,2997,84579,68313,118150,334771,452804,145787,24036,360,352000.0,0.22299999,0.069018938,2,Non_Poor,Non_Severely_Poor,0,0,0,1,0
584,12125,37940,48202,83370,134625,193884,93203,87851,29096,88065,143720,133470,106646,87957,82794,19452,84936,194947,196672,187289,81780,90375,63924,21677,185000.0,0.16699999999999998,-0.64571869,1,Non_Poor,Non_Severely_Poor,0,0,0,0,14
585,58,9834,30707,25830,180547,276488,167372,364,37917,11797,5388,66017,510345,59392,343,1,40491,9541,9359,188798,611431,61560,388,32,65000.0,0.0,-1.4462327,1,Non_Poor,Non_Severely_Poor,0,0,0,0,1
586,130508,107687,115690,128653,190147,98492,85609,64814,123546,117131,128313,118991,180945,130932,54100,67642,136373,126321,167490,217886,321440,109939,48221,101130,144000.0,0.0,-0.29325822,1,Non_Poor,Non_Severely_Poor,0,0,0,3,0
587,68820,91474,154973,118947,221947,202498,41107,21834,124537,110525,146132,123477,164488,212916,18889,20636,165900,112508,201474,198366,290621,198461,25659,35811,216285.72,0.50199997,-3.2817826,5,Poor,Poor,0,0,0,0,1
588,3363,28498,57810,150950,95280,189133,303027,93539,46867,145103,63299,79859,171369,233740,164082,17281,196010,162121,210988,287948,152021,100828,76241,42643,235571.42,0.33399999,2.3269153,3,Poor,Non_Severely_Poor,0,0,0,0,0
589,21170,9887,77612,269936,160318,36276,2420,113581,19720,13003,150077,234419,110321,45293,4045,114322,51854,177682,205319,187912,75040,50653,7576,165564,4000.0,0.55799997,-4.9568491,5,Poor,Poor,0,0,0,0,1
590,23976,40493,72275,125746,94781,196450,133480,3999,31542,72747,67878,144164,101422,207334,64449,1664,72398,75570,126624,215466,240579,151354,32244,7365,200000.0,0.50199997,-3.3410578,5,Poor,Poor,0,0,0,0,3
591,1939,18894,56947,93547,173997,425534,56680,94062,2763,27960,79550,194570,458909,23327,38830,95691,16179,120635,378667,370325,91618,39303,82960,129113,0.0,0.55799997,-3.6236076,5,Poor,Poor,0,0,0,0,0
592,117707,97753,161576,134519,105216,99202,96337,109290,110882,116330,148379,163072,91571,90407,100758,100201,204423,189393,172671,193469,135314,142999,142035,48496,0.0,0.33399999,1.6287938,3,Poor,Non_Severely_Poor,0,0,0,1,0
593,2301,56020,139069,226414,235359,128214,93095,41128,996,42312,158008,245944,228111,89128,30787,126314,894,50202,191089,294009,378573,154508,27198,132327,58500.0,0.22299999,-2.7104852000000004,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
594,75134,131900,201388,97072,119604,152777,88454,55271,64694,146837,192586,130740,79861,104096,144239,58547,110598,209864,226131,153103,174509,169349,99375,85871,114000.0,0.38999999,-0.36229226,4,Poor,Non_Severely_Poor,0,0,0,0,4
595,28955,52375,56456,135830,163335,185472,238302,60875,36590,120017,68995,115955,139955,287236,73193,79659,136674,123607,121307,203893,270414,247663,36199,89043,64000.0,0.38999999,-1.2531403,4,Poor,Non_Severely_Poor,0,0,0,0,4
596,62550,137456,161422,163929,143567,128322,62573,61781,90055,162487,169809,134647,119393,139926,54734,50549,102132,218020,214290,232460,198738,160333,68293,34534,233428.56,0.38999999,1.3172392,4,Poor,Non_Severely_Poor,0,0,0,0,1
597,16625,36979,150666,145268,169281,334810,39099,28872,21326,91775,146852,108825,146684,292732,77640,35766,64035,195496,160567,146045,226617,275659,111992,48389,130000.0,0.38999999,0.40288505,4,Poor,Non_Severely_Poor,0,0,0,0,4
598,19421,57613,66519,124609,169396,308428,100326,75288,23681,71152,86651,159430,303749,114815,77607,84515,76100,131500,193288,435414,170023,18064,76622,127789,125000.0,0.38999999,-2.1462197,4,Poor,Non_Severely_Poor,0,0,0,0,3
599,5794,43625,112355,184395,110324,80330,112140,42237,30546,115316,158589,105190,64528,79433,100676,36922,112971,175935,141672,160903,136940,111118,36452,45609,50000.0,0.55799997,-4.9715862,5,Poor,Poor,0,0,0,0,0
600,972,18985,34116,112607,187976,295483,39986,1075,2387,31530,55396,159814,327822,88803,24299,1149,26332,82956,181618,366664,208691,26100,25014,4225,60000.0,0.33399999,-1.3807549,3,Poor,Non_Severely_Poor,0,0,0,0,3
601,1941,35590,97296,113852,186536,189955,38701,27329,1738,27783,93109,141494,199676,168696,32215,26489,19608,112467,175124,202926,215180,125274,37382,33639,0.0,0.44599998,-1.8927544,5,Poor,Non_Severely_Poor,0,0,0,3,0
602,820722,91334,8111,1201,49,46,20,117,818833,98904,3215,419,41,50,21,117,1168165,58517,1835,75,45,32,22,109,220000.0,0.33399999,1.2210726,3,Poor,Non_Severely_Poor,0,0,0,0,0
603,35287,39223,66244,78100,190426,362842,117403,32075,31445,46817,94463,151487,261717,207740,84349,43582,75522,112943,194009,383983,209226,84322,119936,48859,130000.0,0.33399999,5.640421400000001,3,Poor,Non_Severely_Poor,0,0,0,1,0
604,51030,75003,62964,78844,134642,279281,237360,2476,50859,90756,83823,123855,238057,310026,21813,2411,106165,174083,216730,329211,223453,79229,55690,44239,308000.0,0.16699999999999998,1.0137926,1,Non_Poor,Non_Severely_Poor,0,0,0,2,2
605,74867,83003,75912,96033,148899,64194,233222,145470,107716,100589,100353,123819,110014,179809,109226,90074,202106,205743,176697,240722,242768,29458,36055,95251,99000.0,0.16699999999999998,0.66282409,1,Non_Poor,Non_Severely_Poor,0,0,0,1,0
606,5782,32741,68717,156039,179790,92589,305444,80498,41992,142003,112123,116951,102428,236623,122782,46698,131250,248359,202083,260829,205376,23639,61307,95957,103000.0,0.16699999999999998,-0.71462876,1,Non_Poor,Non_Severely_Poor,0,0,0,0,1
607,346,7780,27750,53663,130080,308784,161976,821,2744,23298,58483,119276,293129,147730,45964,576,25926,101734,248149,288289,137002,63251,38805,18444,48000.0,0.38999999,-2.2757215,4,Poor,Non_Severely_Poor,0,0,1,0,0
608,1056,15520,77685,280288,282155,106729,113635,44532,1592,25160,89999,271809,256916,113510,134528,28086,3961,56106,165573,286716,436879,206270,47874,25421,20000.0,0.112,-2.3651619,1,Non_Poor,Non_Severely_Poor,0,0,0,0,2
609,160348,161848,145648,105367,78776,92368,131862,45383,169586,189278,143661,101493,84832,83465,103844,45441,235975,210296,164835,244963,174824,103752,66744,27411,30000.0,0.27899998,1.5009093,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
610,26462,42391,141577,204588,322457,92195,38687,53243,28491,48734,140359,277924,252248,73655,34939,65250,38697,89479,249945,394863,268770,97408,49417,40221,90000.0,0.33399999,-0.82901227,3,Poor,Non_Severely_Poor,0,0,0,0,1
611,7204,14898,23307,70452,328177,206862,18440,21860,6397,18368,31740,122402,301117,178547,8921,23708,16617,29788,98499,241748,359994,136905,12794,25255,149000.0,0.16699999999999998,1.1300298999999998,1,Non_Poor,Non_Severely_Poor,0,0,0,0,0
612,1162,39309,87335,182103,213655,75973,18833,72830,1104,16659,115423,185905,210098,70743,16104,75164,36305,93294,162372,231924,211150,78914,35633,72008,30000.0,0.33399999,-0.80992967,3,Poor,Non_Severely_Poor,0,0,0,0,4
613,913,17365,121286,244311,173551,144502,167399,52273,2058,38056,138311,237669,142897,155709,141484,65416,37728,153821,250476,347008,165577,170156,68136,35898,75000.0,0.44599998,-3.6953323,5,Poor,Non_Severely_Poor,0,0,0,0,6
614,218331,77079,55839,51338,65189,143540,275576,34708,175234,99469,72150,98608,108669,167112,186657,13701,201810,121876,118106,148726,133059,315889,82510,106824,122000.0,0.0,0.45436069,1,Non_Poor,Non_Severely_Poor,0,0,1,0,0
615,2335,23021,113160,179744,180879,129414,40949,21698,2583,33006,126105,144554,192392,131315,15195,46050,15812,85805,138414,122804,305569,199114,10851,43231,490000.0,0.22299999,-0.95102376,2,Non_Poor,Non_Severely_Poor,0,0,0,0,2
616,40894,27972,72181,107490,341630,100955,71,7,40410,31013,54666,111970,309823,143204,104,10,46184,37631,80416,278123,434158,45034,51,3,250285.72,0.22299999,-0.64534211,2,Non_Poor,Non_Severely_Poor,0,0,0,0,2
617,12398,62104,87053,134640,141489,127531,36694,89291,6064,52562,102119,161312,131145,113936,29828,94234,23151,96879,187738,216885,192722,71185,23669,109371,40000.0,0.16699999999999998,0.94611025,1,Non_Poor,Non_Severely_Poor,0,0,0,0,7
618,225,23561,49211,100772,204417,286879,135598,120937,483,40823,158696,239839,187674,159629,86426,48030,29439,135486,239300,364437,199888,72261,107962,80027,10000.0,0.33399999,2.6647251,3,Poor,Non_Severely_Poor,0,2,2,0,0
619,8128,46047,108612,194922,178173,242075,139213,4430,17141,69857,129573,217542,188700,197428,96379,4980,112748,240473,314135,286825,84318,75663,86277,28361,46000.0,0.44599998,-1.0621557,5,Poor,Non_Severely_Poor,0,0,0,1,3
620,58492,48859,79978,147805,204815,293851,84305,3495,62225,51620,104223,145177,208207,263073,84971,2104,78965,55567,165064,184466,355825,315801,72680,432,45000.0,0.50199997,-4.8859296,5,Poor,Poor,0,0,0,0,0
621,99348,93884,155403,170886,108612,128191,89572,75704,120590,113121,201406,175872,88881,43441,77076,101213,290821,308385,250433,94990,27569,41193,148333,67076,,0.16699999999999998,6.872300599999999,1,Non_Poor,Non_Severely_Poor,0,3,4,0,0
622,4,5861,27567,65330,139602,205164,243521,4151,96,16282,56074,136650,151623,299949,30252,274,19108,140334,316544,199431,74906,83117,83831,4329,38000.0,0.61299998,-2.2796218,5,Poor,Poor,0,0,0,1,4
623,6975,48457,133858,150919,82340,277023,132727,89301,9660,103564,160791,101712,173454,196360,83553,92506,110344,268191,136929,262102,154241,125010,72016,99967,90000.0,0.38999999,-0.62051654,4,Poor,Non_Severely_Poor,0,0,0,0,0
624,5757,33391,73919,137157,349664,144619,78488,98605,2821,25206,137154,199084,254516,123058,57960,121801,19138,51973,213819,298086,339956,110791,49174,145863,80000.0,0.38999999,2.9881985,4,Poor,Non_Severely_Poor,0,0,0,0,1
625,23002,24195,83503,256414,279152,103618,97340,54376,26423,31230,101339,216318,187133,211911,91520,55726,33492,75431,206024,356667,295258,120113,83180,58635,285000.0,0.33399999,3.6768327,3,Poor,Non_Severely_Poor,0,0,0,0,3
626,116586,49938,58189,52588,55163,96005,224558,38173,133520,67859,52417,45299,97302,166629,115403,12771,189861,126582,86799,160609,162704,132583,61474,988,257000.0,0.38999999,3.5210404000000004,4,Poor,Non_Severely_Poor,0,2,1,0,5
627,13425,30198,50154,85481,138398,261860,98828,12856,16907,41268,59451,99891,229082,175671,67947,983,34976,61247,76128,214705,393695,131608,7860,1381,294500.0,0.33399999,0.049944889000000006,3,Poor,Non_Severely_Poor,0,2,0,3,5
628,120756,109730,100745,128674,105933,45252,227371,83139,120863,120336,99221,103509,104874,119597,161909,91291,216830,133660,134391,181764,246460,52724,146034,116937,65000.0,0.44599998,-1.3851948,5,Poor,Non_Severely_Poor,0,1,1,0,7
629,7432,92102,169541,130934,171385,138929,65613,145664,10174,120022,222523,134823,123571,102003,88902,119582,17868,188058,299891,178991,113711,116466,227832,85983,60000.0,0.44599998,-0.047465975999999986,5,Poor,Non_Severely_Poor,2,0,0,0,1
630,13101,47631,67973,90898,246886,383370,50568,21173,8553,58146,73097,121118,262127,325496,49524,23539,33804,75783,113841,243956,369501,313964,49627,28324,11857.143,0.33399999,-1.1222095,3,Poor,Non_Severely_Poor,0,0,2,2,14
631,15399,80046,99960,94995,135560,233011,170549,92080,32091,89981,93312,147719,199416,195394,70979,92708,68466,163863,228270,291049,193089,90804,89063,104196,70000.0,0.0,-0.22052389,1,Non_Poor,Non_Severely_Poor,0,0,0,0,5
632,5901,60125,108845,177879,272037,157011,89669,50133,3341,72623,119451,219709,275177,106235,62863,62201,26732,154165,251406,344518,212846,66848,35270,137015,0.0,0.44599998,-2.4133482,5,Poor,Non_Severely_Poor,0,0,0,0,13
633,39267,85381,166221,99615,73143,116344,90180,21049,55131,92109,175884,87902,74050,107375,60489,38260,86126,237628,174904,89693,74369,74194,124233,60453,70000.0,0.33399999,1.5154808000000002,3,Poor,Non_Severely_Poor,0,0,0,0,15
634,83702,54191,76465,106559,108994,148849,283426,59414,84641,64568,115541,131779,101603,253752,104179,65537,143753,145548,192861,265042,187409,123701,65759,104727,110000.0,0.22299999,3.2825443999999995,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
635,67,2929,9435,14595,30140,229383,403405,1246,228,6906,21648,64683,531158,66450,126,1,3886,18185,56294,639664,203100,452,19,0,40000.0,0.38999999,0.8574325999999999,4,Poor,Non_Severely_Poor,0,0,0,0,0
636,5898,20219,29975,81559,275799,318554,140035,49561,9896,38436,84637,182709,369215,75681,105789,55237,45973,132882,231235,276366,282963,77856,114868,66657,550000.0,0.16699999999999998,5.6384401,1,Non_Poor,Non_Severely_Poor,0,0,3,1,1
637,6478,22379,92736,186846,133216,227482,211958,40505,8535,53199,154331,144088,121368,247482,173024,19573,42940,124229,202741,276642,240418,128349,157319,56162,67000.0,0.38999999,-1.0332372,4,Poor,Non_Severely_Poor,0,0,1,1,0
638,16849,56699,98352,86669,85602,401312,140072,36045,20164,72405,99884,88933,199444,304468,101523,34779,51460,81691,162716,364547,151660,208366,148235,60125,61000.0,0.33399999,-0.78704107,3,Poor,Non_Severely_Poor,0,0,1,0,1
639,19847,70436,227813,214626,153943,80914,42681,111340,35304,51676,218581,205127,148882,88345,58722,114963,42639,112047,318094,279855,219939,90217,60238,105771,6000.0,0.38999999,-0.28742442,4,Poor,Non_Severely_Poor,0,0,0,0,10
640,44539,62871,57908,86582,189230,116667,204008,159795,74577,73909,101248,129902,183594,211862,82198,64310,140165,143854,214185,228695,326117,67080,15622,93082,112000.0,0.33399999,-0.21350825,3,Poor,Non_Severely_Poor,0,0,0,1,3
641,43198,101972,100621,255320,168545,52092,74358,125494,9030,58552,91329,325417,203174,48535,48160,137403,11139,76826,130116,373212,368350,59017,33980,176160,125000.0,0.16699999999999998,1.2270819,1,Non_Poor,Non_Severely_Poor,0,0,0,0,8
642,16603,8197,12882,90471,457077,307499,21391,7480,900,9569,20901,138117,587534,144073,12878,7628,1488,15961,47030,322421,715622,107539,11138,7601,80000.0,0.33500001,-3.1823146,4,Poor,Non_Severely_Poor,0,0,0,0,2
643,691200,0,0,0,0,0,0,0,691200,0,0,0,0,0,0,0,921600,0,0,0,0,0,0,0,75000.0,0.33399999,-0.81563693,3,Poor,Non_Severely_Poor,0,0,0,0,0
644,3169,15948,30851,43186,76315,537202,214016,913,725,12588,39087,102647,593181,170597,2733,42,14568,45743,154201,252155,716215,45169,735,14,95000.0,0.38999999,1.176034,4,Poor,Non_Severely_Poor,0,0,0,0,0
645,43418,76908,57911,77936,145073,115486,130731,43737,14642,72966,134228,102919,143371,69721,115689,37664,63894,145520,182302,231358,93494,73662,91276,40094,20000.0,0.55699998,-1.2483281000000002,5,Poor,Poor,0,0,1,0,0
646,24393,34095,24071,39186,105790,291461,380670,21934,36672,35148,46953,203288,424218,105052,66241,4028,55492,41493,122362,575716,313619,80443,31940,7735,160000.0,0.22299999,-0.54616004,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
647,85726,45110,80101,84967,249881,288810,85038,1967,86131,79039,80990,140302,212203,238403,82916,1616,108417,142338,164031,227062,258057,246813,78593,3489,75000.0,0.16699999999999998,0.037860144,1,Non_Poor,Non_Severely_Poor,0,0,0,0,0
648,27025,77304,93617,103199,191621,214751,191443,22640,34321,85499,132940,159054,199407,105573,170040,34766,80287,153393,231637,355471,123289,130298,130970,23455,75000.0,0.33399999,2.3406553,3,Poor,Non_Severely_Poor,0,6,6,0,8
649,5643,45278,69818,106024,99740,138090,188656,37951,6861,50129,108748,111582,181831,146316,80544,5189,44577,202967,177322,218843,129286,78840,23349,46416,117000.0,0.22299999,0.43199787,2,Non_Poor,Non_Severely_Poor,0,2,0,0,7
650,3682,28233,45715,110816,177246,185779,85484,54245,38897,68053,62150,127503,166640,130129,40841,56987,81689,91884,116626,229371,270528,39510,18313,73679,190000.0,0.33399999,-0.88012016,3,Poor,Non_Severely_Poor,0,0,2,0,7
651,28960,87865,124637,142921,252310,135459,78085,71363,62197,126153,139360,141922,139000,164242,45251,103475,86008,176943,191801,173771,169158,146886,170812,113421,130000.0,0.33399999,2.1358969,3,Poor,Non_Severely_Poor,0,1,1,0,5
652,3647,15874,51222,116617,178489,211161,109653,4537,1485,30688,71420,157402,238068,135298,52256,4583,18563,112232,295668,272627,119907,59499,36534,6570,175000.0,0.27899998,-3.2122145,2,Non_Poor,Non_Severely_Poor,0,0,0,0,6
653,10026,26950,46490,68525,179920,226719,91961,40609,10164,41544,97277,108315,193816,159308,49246,31530,53470,163589,207839,177656,170094,79656,42211,27085,45000.0,0.27899998,3.2984746,2,Non_Poor,Non_Severely_Poor,0,5,6,0,5
654,13604,73231,200452,291568,143553,17216,10084,171892,12382,83322,208418,283709,127048,23392,10059,173270,13766,104974,281697,408243,148105,31648,19344,221023,230714.28,0.22299999,-0.71862835,2,Non_Poor,Non_Severely_Poor,0,1,0,0,8
655,34989,53303,74273,88678,70486,127812,225068,16591,72783,54840,103257,62989,66444,275273,54882,732,130506,134085,85238,198452,262453,79803,30671,392,367000.0,0.38999999,3.554929,4,Poor,Non_Severely_Poor,0,0,1,0,2
656,9981,72775,79257,138461,278363,151218,110661,80884,8913,79115,142141,119100,234054,146695,104683,86899,63683,172459,207879,128141,270130,138592,121434,126482,210000.0,0.55699998,2.4034007,5,Poor,Poor,0,1,5,0,12
657,32530,114868,169358,88258,66597,77016,87343,55230,35443,124625,178619,81198,63214,59706,73106,75289,116259,225297,194539,119742,67845,29097,66675,102146,108000.0,0.22299999,0.17283712,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
658,23476,50433,78494,124583,307618,209706,104419,22871,23217,55959,98799,128313,347762,142951,99116,25483,30761,91859,141562,356634,296968,169142,60765,81109,60000.0,0.38999999,0.22983675,4,Poor,Non_Severely_Poor,0,1,0,0,1
659,24144,31292,70793,73032,82085,134741,211571,63542,25834,74313,78336,83221,117406,201635,109944,511,126787,143982,136412,236913,51860,32272,167456,25918,126000.0,0.33399999,-1.0459539,3,Poor,Non_Severely_Poor,0,1,0,0,0
660,27587,19770,31358,49841,273746,234597,52991,1310,28405,25082,38072,78056,344394,169283,6524,1384,57749,93348,116341,223780,331199,57084,22247,19852,108571.43,0.22299999,-0.90931809,2,Non_Poor,Non_Severely_Poor,0,0,0,0,0
661,21131,102176,193854,175140,114316,232779,36678,45526,31978,157284,215697,128298,86920,174532,77915,48976,86649,237753,281712,183943,126019,204066,59420,49238,158000.0,0.50099999,1.9027779,5,Poor,Poor,0,0,0,4,1
662,2575,42155,92193,77261,90888,247147,100378,38603,3201,43371,82002,137569,162781,159791,94082,8403,66350,128128,137360,245503,257380,57410,16484,12985,40000.0,0.22299999,1.9419737,2,Non_Poor,Non_Severely_Poor,0,0,8,0,4
663,104652,54777,78124,156261,198230,191710,70493,67353,111089,59077,89935,191455,218652,93705,81053,76634,130548,72301,170408,421775,237636,68518,59309,68305,156000.0,0.33399999,1.6572943,3,Poor,Non_Severely_Poor,0,0,2,0,1
664,38056,48762,105295,148468,231011,286730,32593,30685,42192,59703,131016,172884,211997,216709,44978,42121,73366,124452,200233,320320,307415,152672,9085,41257,0.0,0.50199997,-3.0188951,5,Poor,Poor,0,0,0,0,5
665,4532,25352,46134,149675,446197,185601,59730,4379,5926,33836,71705,121903,439954,180048,63727,4501,10783,51461,103206,250633,553707,213409,38032,7569,127500.0,0.33399999,1.5181133,3,Poor,Non_Severely_Poor,0,0,0,0,3
