,Unnamed: 0,Unnamed: 1,municipality,commune,pic_1,pic_2_1,pic_2_2,pic_2_3,pic_2_4,pic_2_5,pic_1.1,gpsLatitude,gpsLongitude,address,total_income_2_b,total_deprivations,Wealth_Index,total_deprivations_2,Poor_MPI,Severely_Poor_MPI,pic_1rgb,pic_2_1rgb,pic_2_2rgb,pic_2_3rgb,pic_2_4rgb,pic_2_5rgb,red_pic_1,green_pic_1,blue_pic_1,red_pic_2_1,green_pic_2_1,blue_pic_2_1,red_pic_2_2,green_pic_2_2,blue_pic_2_2,red_pic_2_3,green_pic_2_3,blue_pic_2_3,red_pic_2_4,green_pic_2_4,blue_pic_2_4,red_pic_2_5,green_pic_2_5,blue_pic_2_5
158,uuid:24ff2ad7-2351-4642-84ed-38726484bb08,Jan 30,Cazenga,Tala Hadi,1548862163723.jpg,1548862180662.jpg,1548862192414.jpg,1548862207041.jpg,1548862217728.jpg,1548862229227.jpg,1548862163723.jpg,-8.829727199999997,13.298169,Rua do Pele e osso,220571.42,0.16699999999999998,-0.6839034,1,Non_Poor,Non_Severely_Poor,"{'r': array([     0,      1,    229,   3613,  19975,  72879, 115782,   9710,
         4078,   4133]), 'g': array([    0,     1,   289,  4511, 75521, 69182, 62880,  9973,  4026,
        4017]), 'b': array([    0,     5,   667, 34066, 69732, 47877, 60470,  9583,  3780,
        4220])}","{'r': array([    2,   231,  2764, 26683, 32875, 68649, 67224, 15576, 15523,
         873]), 'g': array([   15,  2447, 22802, 20758, 38531, 64693, 48896, 13618, 17246,
        1394]), 'b': array([   74, 16487, 20837, 20533, 40088, 53060, 45835, 15894, 15756,
        1836])}","{'r': array([    0,  1110,  5593, 14115, 29423, 65984, 86321, 27422,   407,
          25]), 'g': array([    2,  2004, 12359, 16433, 22969, 66454, 74441, 35244,   472,
          22]), 'b': array([   10,  5772, 13172, 19395, 18883, 75213, 61216, 36286,   444,
           9])}","{'r': array([ 3192, 18146, 18212, 41254, 52851, 46860, 12288,  7511,  4017,
       26069]), 'g': array([ 3113, 17861, 19440, 39825, 48895, 50264, 13799,  7591,  3787,
       25825]), 'b': array([ 2810, 17116, 18930, 38488, 48716, 57476, 13315,  5752,  3831,
       23966])}","{'r': array([ 7280, 19196, 26171, 36231, 40079, 15305, 10872, 17460, 17292,
       40514]), 'g': array([ 3554, 22047, 25379, 38453, 39181, 17617, 10936, 16490, 19001,
       37742]), 'b': array([ 1115, 20023, 23206, 46689, 40325, 17160, 13194, 20833, 19610,
       28245])}","{'r': array([ 1310, 23475, 22593, 28536, 18637, 20397, 23091, 38403, 48469,
        5489]), 'g': array([  609, 24260, 22831, 34931, 21249, 23635, 26545, 31075, 41459,
        3806]), 'b': array([  552, 26504, 25341, 43072, 27308, 30322, 25047, 23644, 11211,
       17399])}",230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400
159,uuid:251d1434-2f26-4303-82f1-3ac9230fbd39,Mar 1,Viana,Viana Sede,1551457472368.jpg,1551457491054.jpg,1551457784448.jpg,1551457794268.jpg,1551457806778.jpg,1551457822502.jpg,1551457472368.jpg,-8.9223375,13.27053,Viana-Camama,235000.0,0.33399999,2.8421464,3,Poor,Non_Severely_Poor,"{'r': array([ 7160, 10948,  4642,  8396,  8824, 62173, 74114,  6326, 20182,
       27635]), 'g': array([ 4950, 17944, 12188, 39592, 70972, 30985,  3536,  2115,  9949,
       38169]), 'b': array([13344, 26438, 78497, 50636,  6255,  2895,  2534,  1915,  3661,
       44225])}","{'r': array([ 5101, 32965, 30075, 32115, 20576, 22216, 32110, 26111,  6057,
       23074]), 'g': array([ 9210, 36838, 41040, 23819, 16602, 34666, 33732,  6458,  4136,
       23899]), 'b': array([13996, 43537, 37945, 24033, 27356, 36187, 13940,  5411,  3907,
       24088])}","{'r': array([ 1826, 22905, 12446, 22033, 28592, 45545, 75624,  3091,  1134,
       17204]), 'g': array([ 2238, 24530, 25810, 40902, 45649, 66341,  4743,  1859,   797,
       17531]), 'b': array([ 7686, 51569, 45300, 30608, 66552,  5765,  3433,  1189,   693,
       17605])}","{'r': array([  446, 15959, 13471, 29332, 25861, 30199, 99380, 11417,  1261,
        3074]), 'g': array([   184,  12931,  20732,  38415,  27909, 106071,  16492,   3256,
          961,   3449]), 'b': array([  600, 22516, 35350, 32301, 43456, 85147,  3735,  2804,   942,
        3549])}","{'r': array([  172,  6397,  7111, 14409, 25611, 37244, 78487, 53646,  1222,
        6101]), 'g': array([  176,  6373, 10828, 28885, 43201, 74785, 41292, 18000,   765,
        6095]), 'b': array([  730, 10306, 25345, 49334, 38723, 70858, 10807, 17196,   921,
        6180])}","{'r': array([ 2116, 11599, 12973, 23355, 40362, 72884, 25297, 13702, 23984,
        4128]), 'g': array([ 3137, 20929, 24514, 61539, 51550, 21872,  6917, 11462, 22988,
        5492]), 'b': array([12425, 65509, 53544, 31596, 11548, 13728,  3178, 10536, 23559,
        4777])}",230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400
160,uuid:2534950f-ad4a-4295-bb8e-95658360934f,Feb 25,Cacuaco,Kikolo,1551106660535.jpg,1551106676147.jpg,1551106684929.jpg,1551106694697.jpg,1551106704000.jpg,1551106711325.jpg,1551106660535.jpg,-8.7843399,13.350135,Rua da Conduta,70000.0,0.44599998,-2.9692245,5,Poor,Non_Severely_Poor,"{'r': array([  423, 20723, 40441, 22306,  7236, 14338, 75652, 46035,  2118,
        1128]), 'g': array([  447, 32268, 42044, 10375,  7851, 38761, 85150, 10830,  1442,
        1232]), 'b': array([ 6336, 66477, 11159, 11205, 38978, 74433, 14317,  5078,  1272,
        1145])}","{'r': array([ 1844, 18930, 34849, 46946, 13867,  7457, 21753, 63582, 13926,
        7246]), 'g': array([ 2319, 36413, 52142, 20938,  9999, 19524, 35031, 41356,  5277,
        7401]), 'b': array([15432, 75184, 19018, 21066, 24002, 36270, 20569,  6405,  8898,
        3556])}","{'r': array([     3,    136,   2798,   7321,  16058,  72761, 112943,  15553,
          601,   2226]), 'g': array([    2,    76,  1662,  6186, 24668, 80729, 97289, 17144,   756,
        1888]), 'b': array([    6,    94,  1934, 13384, 56013, 96429, 44417, 14586,  3104,
         433])}","{'r': array([    0,   414,  1794, 15395, 26075, 85598, 71865, 27790,   258,
        1211]), 'g': array([    0,   395,  3438, 40610, 53624, 37318, 66355, 27311,   476,
         873]), 'b': array([    0,    78,  3289, 37177, 57226, 49062, 59267, 23156,  1011,
         134])}","{'r': array([   74,  2076,  2083, 10969, 53234, 89086, 34855,  9979,  6223,
       21821]), 'g': array([  117,  3324,  5346, 20823, 68048, 78189, 17012, 12316,  7777,
       17448]), 'b': array([  366,  6761, 20711, 48420, 73607, 35762, 13298, 16284,  9637,
        5554])}","{'r': array([   28,  7411, 23369, 51765, 25939, 24424, 12877, 19498, 51404,
       13685]), 'g': array([  338, 30960, 45475, 29944, 25958, 17708, 23599, 32299, 23600,
         519]), 'b': array([24714, 63872, 24675, 29926, 28855, 20565, 20472,  3305,  2558,
       11458])}",230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400
161,uuid:25942b37-a509-427f-ad65-d0f3f0e90a1c,Jan 31,Kilamba Kiaxi,Kilamba Kiaxi,1548947154716.jpg,1548947164014.jpg,1548947172022.jpg,1548947181648.jpg,1548947192153.jpg,1548947200459.jpg,1548947154716.jpg,-8.8568134,13.260064000000002,Palanca kilamba kiaxi,150000.0,0.22299999,-0.24743073,2,Non_Poor,Non_Severely_Poor,"{'r': array([34710, 25386,  9878, 34608, 55433, 67357, 29724,  2718,   471,
       46915]), 'g': array([13986, 24915, 27003, 37636, 52712, 68628, 30624,  4135,   329,
       47232]), 'b': array([ 4605, 23508, 23737, 48389, 65022, 86937,  2708,  1328,  3493,
       47473])}","{'r': array([ 3921, 25591, 17540, 16833, 36859, 99195, 43565, 29523, 33597,
         576]), 'g': array([  1640,  10442,  28159,  23684,  53288, 100771,  27595,   4381,
        42733,  14507]), 'b': array([ 1895, 17105, 31310, 48994, 87715, 49273,  9352,  2551, 14680,
       44325])}","{'r': array([46616, 23807,  4831, 12537, 22672, 60489, 61561,  6082, 61366,
        7239]), 'g': array([ 9419, 15651, 15145, 52706, 34381, 74222, 31988,  1262, 40263,
       32163]), 'b': array([ 9849, 16181, 17957, 63464, 71220, 44219, 10627,   894,  4527,
       68262])}","{'r': array([28312, 36228, 10920, 14143, 25412, 68306, 62481, 13199,  2071,
       46128]), 'g': array([ 5625, 31392, 20305, 37286, 42761, 64718, 48215,  9427,  1310,
       46161]), 'b': array([ 2773, 27317, 31498, 28016, 55066, 76050, 32265,  5513,  1891,
       46811])}","{'r': array([ 24072,  30643,   8474,  11468,  36188, 111943,  51733,   1403,
          673,  30603]), 'g': array([ 16930,  36754,   9822,  11444,  38867, 115061,  45657,   1183,
          477,  31005]), 'b': array([  5412,  37335,  13070,  16197,  52000, 118583,  30359,   2099,
          869,  31276])}","{'r': array([ 11319,  18786,  18181,  22149,  54045, 103120,  44640,   1932,
         3399,  29629]), 'g': array([ 7795, 19702, 20424, 27737, 60033, 95414, 40476,  2133,  1249,
       32237]), 'b': array([ 8827, 23517, 19590, 41458, 78303, 90502,  8023,  2985,  1380,
       32615])}",307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200
162,uuid:2629336f-44ca-49c8-88dd-dc69a248561f,Feb 5,Kilamba Kiaxi,Kilamba Kiaxi,1549359660938.jpg,1549359676788.jpg,1549359700168.jpg,1549359724840.jpg,1549359740799.jpg,1549359763385.jpg,1549359660938.jpg,-8.866325400000003,13.266726,Kilamba Kiaxi,,0.50099999,3.5510080000000004,5,Poor,Poor,"{'r': array([    2,   589,  3752,  9306, 24968, 30434, 47707, 97340, 16290,
          12]), 'g': array([   27,  1298,  4999, 16504, 31021, 41741, 80053, 34888, 19865,
           4]), 'b': array([  325,  4257, 14144, 39295, 90351, 22648,  3331, 36457, 19578,
          14])}","{'r': array([    0,   254,  3724, 12809, 29232, 40242, 66330, 75933,  1751,
         125]), 'g': array([   34,  5493,  7244, 18945, 43476, 37824, 78013, 39071,   212,
          88]), 'b': array([ 1039, 10962, 20586, 48475, 52431, 37941, 27411, 31410,    85,
          60])}","{'r': array([ 2010,   633,  3023, 19196, 53906, 34128, 21224, 52065, 36528,
        7687]), 'g': array([ 2312,  7503, 29075, 53979, 21628, 21051, 25208, 35619, 25838,
        8187]), 'b': array([12168, 68567, 28633, 21062, 24896, 19558,  1825, 21666, 27487,
        4538])}","{'r': array([ 1218, 10262, 21769, 49141, 47048, 31604, 25827,  7438,  3571,
       32522]), 'g': array([ 1355, 12584, 32222, 66328, 36142, 33188,  8351,  4542,  2373,
       33315]), 'b': array([ 5667, 44259, 52375, 50332, 23959,  9620,  5582,  3292,  1980,
       33334])}","{'r': array([   17, 11946, 24198, 31265, 25982, 30137, 22183, 46756, 13747,
       24169]), 'g': array([  112, 16072, 31002, 35733, 27454, 26674, 43068, 24811,   995,
       24479]), 'b': array([ 2722, 41101, 40299, 35514, 37751, 44768,  2251,   721,  1139,
       24134])}","{'r': array([  867, 13418, 12997, 31259, 28627, 26357, 62550, 31177, 18891,
        4257]), 'g': array([ 1094, 17182, 18807, 43378, 21181, 70970, 30714,  3670, 18679,
        4725]), 'b': array([ 6374, 32104, 42037, 48438, 67082,  5819,  2488,  3316, 18736,
        4006])}",230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400
163,uuid:267788b5-5bbb-480a-809e-ba3a6c6e52ea,Feb 15,Cacuaco,Kikolo,1550246307780.jpg,1550246328779.jpg,1550246359711.jpg,1550246370616.jpg,1550246385542.jpg,1550246406531.jpg,1550246307780.jpg,-8.8127308,13.35984,Cacuaco,20000.0,0.27899998,-3.5447986000000005,2,Non_Poor,Non_Severely_Poor,"{'r': array([12292, 20610,  9393,  9937, 10069, 23635, 55971, 47050, 21504,
       19939]), 'g': array([11153, 25306, 15220, 16127, 31680, 66811, 22971,  4626,  7355,
       29151]), 'b': array([24807, 30826, 35083, 55974, 38543,  5440,  2364,  1369,  3780,
       32214])}","{'r': array([  204, 19868, 38792, 36334, 31209, 37783, 12759,  5228, 38022,
       10201]), 'g': array([  298, 21005, 40411, 45601, 42495, 24403,  2667,  4516, 35709,
       13295]), 'b': array([31596, 62379, 24590, 39013, 13092,  4406,  2504,  4801, 33704,
       14315])}","{'r': array([  256, 18893, 22031, 22797, 40594, 27150, 22041, 26817, 48716,
        1105]), 'g': array([  361, 24477, 28799, 56450, 31055, 13402,  3313, 20341, 51024,
        1178]), 'b': array([17395, 73418, 46022,  8649,  5568,  4292,  3830, 22275, 48171,
         780])}","{'r': array([23948, 25061, 26152, 32758, 36893, 21000, 12833,  6939, 35063,
        9753]), 'g': array([21819, 54568, 28934, 38619, 25839,  8293,  2046,  4885, 34701,
       10696]), 'b': array([71732, 55312, 32269, 12548,  4766,  2697,  1658,  6008, 33682,
        9728])}","{'r': array([13456, 39667, 28414, 25039, 18775, 29130, 18882, 20870,  3177,
       32990]), 'g': array([ 9828, 49583, 26685, 25990, 28800, 24905, 18623, 10564,  1708,
       33714]), 'b': array([25537, 50854, 31866, 31914, 23236, 23434,  5225,  2912,  1939,
       33483])}","{'r': array([ 6239, 16674, 22891, 42105, 51910, 37799,  2887,  5051, 21022,
       23822]), 'g': array([ 5387, 29361, 36804, 73644, 30681,  3263,  1347,  4062, 21566,
       24285]), 'b': array([15358, 77023, 58484, 20734,  5251,  2462,  1520,  5038, 26272,
       18258])}",230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400
164,uuid:26a75f08-13ed-4b17-939a-f002ab26f65e,Feb 11,Viana,Viana Sede,1549874973387.jpg,1549874992918.jpg,1549875005376.jpg,1549875024054.jpg,1549875037938.jpg,1549875051377.jpg,1549874973387.jpg,-8.8958941,13.306891,Viana,382000.0,0.38999999,1.052992,4,Poor,Non_Severely_Poor,"{'r': array([ 2956, 13798,  9086, 25700, 29136, 19443, 36259, 42667, 37475,
       13880]), 'g': array([ 2771, 35730, 10207, 21358, 25892, 36596, 37654, 10772, 32727,
       16693]), 'b': array([23159, 27371, 26077, 45026, 39603, 16928,  1987,  1294, 11670,
       37285])}","{'r': array([ 1662, 26298, 23212, 28966, 34889, 28163, 14333, 26733, 25776,
       20368]), 'g': array([  978, 23344, 26425, 29012, 32815, 34263, 19015, 35074,  8746,
       20728]), 'b': array([ 3740, 29548, 27298, 24595, 32412, 35542, 30032, 23930,  2119,
       21184])}","{'r': array([25036, 23973, 13476, 17715, 16787, 28396, 36106, 46217,  3408,
       19286]), 'g': array([19131, 31250, 19200, 21804, 21830, 35760, 49261, 10985,  1650,
       19529]), 'b': array([37554, 30229, 18625, 26615, 39957, 48895,  5935,  1554,  1302,
       19734])}","{'r': array([22039, 20718, 15711, 13782, 11495, 28897, 35347, 36711, 15840,
       29860]), 'g': array([13353, 29148, 18669, 27159, 28688, 23150, 28087, 25981,  6230,
       29935]), 'b': array([29905, 29821, 24023, 35623, 30210, 31753, 13540,  3891,  2050,
       29584])}","{'r': array([  791, 13199, 13779, 22051, 25490, 37259, 43547, 51265,  9454,
       13565]), 'g': array([ 1116, 25830, 22398, 24346, 26355, 38248, 58102, 11262,  6639,
       16104]), 'b': array([ 7325, 35236, 22319, 30647, 37161, 59462, 13233,  2201,  4969,
       17847])}","{'r': array([ 1182, 14427, 16462, 21610, 25817, 44732, 43209, 34647, 22395,
        5919]), 'g': array([  904, 19729, 22322, 34519, 38095, 36895, 33460, 33010,  4769,
        6697]), 'b': array([ 7659, 36250, 31818, 37277, 31230, 36908, 34648,  3070,  3937,
        7603])}",230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400,230400
165,uuid:27316035-24d9-440e-b52c-265a496fe04f,Feb 23,Maianga,Prenda,1550939277287.jpg,1550939288107.jpg,1550939297083.jpg,1550939304838.jpg,1550939315043.jpg,1550939325237.jpg,1550939277287.jpg,-8.848856,13.210019,Santa luzia,250000.0,0.16699999999999998,2.0942924,1,Non_Poor,Non_Severely_Poor,"{'r': array([   10,  2265, 61052, 35049, 86327, 33542, 16261,  9959, 61906,
         829]), 'g': array([    6, 12810, 62167, 28794, 63149, 49628, 24436,  2541,   804,
       62865]), 'b': array([   31, 23913, 58593, 43368, 52684, 47035, 16716,  1111, 62752,
         997])}","{'r': array([   83,  1302,  6399, 46993, 83890, 82822, 33172, 11902, 35964,
        4673]), 'g': array([   91,  2388, 16854, 75694, 46763, 59219, 49573, 15802,  8274,
       32542]), 'b': array([  126,  3417, 36702, 73114, 47588, 59453, 41177,  9842, 33525,
        2256])}","{'r': array([55356, 82378, 32880, 17928, 11670,  9137,  9267, 39061, 45497,
        4026]), 'g': array([62071, 87646, 24223, 17811, 11305,  6051,  8113, 33064, 48983,
        7933]), 'b': array([145129,  41370,  16365,   7616,  10904,  30398,  46742,   8551,
          123,      2])}","{'r': array([82487, 49332,  8179,  5908, 11185, 13242, 57414, 74667,  4745,
          41]), 'g': array([112644,  23325,   7597,  11779,   6965,  18763,  88687,  36631,
          804,      5]), 'b': array([124729,  12993,   9018,  10019,  12348,  50469,  76631,  10746,
          239,      8])}","{'r': array([82588, 57962, 27061, 21860, 14469, 11975, 35537, 24591, 30982,
         175]), 'g': array([103031,  45201,  22012,  22349,  14496,  14103,  35591,  22327,
        27979,    111]), 'b': array([106703,  37952,  20280,  18296,  18778,  19147,  38879,  16098,
        30757,    310])}","{'r': array([  155,  6685, 12671, 43918, 68663, 75925, 35072, 37021, 25142,
        1948]), 'g': array([  129,  9255, 34281, 58057, 48730, 49863, 54539, 27320,  5190,
       19836]), 'b': array([  358, 14712, 47527, 55671, 46289, 55936, 54267,  7912, 21704,
        2824])}",307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200
166,uuid:27e0a768-2eaa-4ccb-9ed1-f7417f8ad3b4,Feb 21,Cacuaco,Funda,1550748536645.jpg,1550748562301.jpg,1550748582807.jpg,1550748595915.jpg,1550748610815.jpg,1550748625305.jpg,1550748536645.jpg,-8.748022099999998,13.427426,"Bairro Kifuangono Velho.....Segunda Rua do Isa, casa sem nÃºmero",25000.0,0.55799997,-3.9758816,5,Poor,Poor,"{'r': array([   48,  2303, 10367, 33744, 41116, 44827, 91732, 23507,  7626,
       51930]), 'g': array([  149,  3888, 14764, 39716, 45161, 89710, 50956,  3801,  1045,
       58010]), 'b': array([   252,   4996,  23244,  62752, 110526,  32987,  10022,   3513,
          699,  58209])}","{'r': array([   32,  3603, 13057, 22197, 35693, 45602, 88330, 45732, 32452,
       20502]), 'g': array([   296,   6703,  14795,  36076,  50466, 119984,  23019,   2327,
        10584,  42950]), 'b': array([  1145,  14272,  34066,  73254, 112013,  13348,   3055,   2206,
         5489,  48352])}","{'r': array([  410,  7491, 16761, 25030, 36104, 76678, 47073, 75019, 10314,
       12320]), 'g': array([   406,   8475,  18946,  30338,  32741,  86247, 101885,   4171,
          865,  23126]), 'b': array([   747,  11560,  20534,  34514,  59053, 137954,  14539,   3621,
         1178,  23500])}","{'r': array([    3,   255,  1507,  6370, 21092, 55987, 90246, 36716, 48659,
       46365]), 'g': array([   71,  2682, 16397, 50846, 59849, 45033, 26536, 40449, 20389,
       44948]), 'b': array([  112,  3132, 23834, 56936, 56901, 40736, 45333, 30870, 11912,
       37434])}","{'r': array([    0,     8,   380, 19210, 49373, 78381, 42361, 81976, 33146,
        2365]), 'g': array([   17,  1492,  9919, 32003, 58001, 60563, 37421, 58363, 44040,
        5381]), 'b': array([   17,  1809,  8413, 36699, 68789, 68518, 65523, 29257, 23636,
        4539])}","{'r': array([   39,  3718, 11287, 24280, 41323, 61685, 98016, 51131, 15707,
          14]), 'g': array([   65,  2795, 15203, 31039, 53811, 97053, 64774,  7790, 34600,
          70]), 'b': array([  320,  9044, 26039, 50931, 82188, 89420,  9764,  1580, 17640,
       20274])}",307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200
167,uuid:28595016-6a43-4de9-8883-a90ecbd73f29,Feb 11,Viana,Viana Sede,1549877515207.jpg,1549877535805.jpg,1549877545846.jpg,1549877553859.jpg,1549877563552.jpg,1549877574690.jpg,1549877515207.jpg,-8.9223795,13.424021,Bairro Porto seco casa nÂ°80,85000.0,0.38999999,-2.4606497000000003,4,Poor,Non_Severely_Poor,"{'r': array([   276,   7973,  13957,  10142,  24374, 103916,  31093,  10414,
        75980,  29075]), 'g': array([  1873,  18212, 127142,  23528,  12278,  12796,   3293,  10146,
        70413,  27519]), 'b': array([   310,   9436, 110546,  47285,  17502,  10142,   3606,  32532,
        72209,   3632])}","{'r': array([  482,  3374,  7880, 54084, 56429, 18016, 42365, 52772, 71600,
         198]), 'g': array([ 1380,  7098, 58619, 52051, 15621, 10670, 64572, 90441,  6695,
          53]), 'b': array([35265, 78359, 35624, 48471, 37164,  9345, 36287, 24911,  1772,
           2])}","{'r': array([   406,   2724,   9316,  24895,  29068,  44319,  65749, 128275,
         1907,    541]), 'g': array([  4986,  19979,  12765,  17022,  26363,  62457, 140396,  22354,
          695,    183]), 'b': array([ 20285,  21438,  39562, 114675,  26200,  28487,  44038,  12341,
          172,      2])}","{'r': array([ 4331, 20843, 31887, 26300, 28157, 14332, 33998, 61992, 83496,
        1864]), 'g': array([  5277,  27341,  39330,  28002,  20379,  15392,  40039, 107945,
        21851,   1644]), 'b': array([39877, 41329, 30868, 45119, 59784, 12090, 34153, 37546,  6399,
          35])}","{'r': array([ 2772, 17903, 24354, 17368, 14650, 20723, 66231, 68562, 74431,
         206]), 'g': array([  7732,  24252,  22125,  17959,  15597,  22794, 102761,  93040,
          900,     40]), 'b': array([ 40723,  25554,  33642, 107341,  21126,   7613,  63528,   7635,
           38,      0])}","{'r': array([  4794,  22586,  29252,  25429,  18504,  18137,  60050, 101216,
        26391,    841]), 'g': array([ 13306,  32150,  28677,  21737,  12882,  16481, 100732,  75884,
         4817,    534]), 'b': array([51273, 34652, 21602, 67676, 44320,  8893, 51584, 25986,  1056,
         158])}",307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200
168,uuid:28972e85-083e-424a-b9de-da5f2cbfe32d,Feb 9,Cacuaco,Kikolo,1549707305061.jpg,1549707314914.jpg,1549707321628.jpg,1549707329157.jpg,1549707335654.jpg,1549707343969.jpg,1549707305061.jpg,-8.8075895,13.347984,Nulenvo kikolo cacuaco,41000.0,0.27899998,-1.9110539,2,Non_Poor,Non_Severely_Poor,"{'r': array([   305,   3379,  11916,  39929,  40134,  33833,   4653,  11913,
       157877,   3261]), 'g': array([ 1200, 22948, 46116, 32422, 25527,  5377, 71974, 22301, 76823,
        2512]), 'b': array([16087, 67804, 26559, 33032, 73700,  4042,  2495,  2790, 10306,
       70385])}","{'r': array([ 3370, 23031, 18959, 23509, 34835, 45449, 31145, 27323, 53313,
       46266]), 'g': array([ 6249, 30762, 24634, 45691, 38196, 29995, 23504, 62164, 44855,
        1150]), 'b': array([28384, 48177, 48130, 36383, 28431, 58676, 21941,  4904, 30012,
        2162])}","{'r': array([  2428,   6114,   5787,   8368,   9628,  22147, 112406, 130448,
         9627,    247]), 'g': array([  3196,   8747,   9692,  13050,  27816, 106215, 131351,   6778,
          324,     31]), 'b': array([ 10917,  26033,  65645, 106875,  11306,   4704,  12761,  68571,
          383,      5])}","{'r': array([  2003,   3237,   4909,  10389,  21556,  19489,  61403, 163672,
        20316,    226]), 'g': array([ 3217,  7506, 10962, 27212, 24899, 74323, 75490, 82865,   692,
          34]), 'b': array([12380, 42366, 85795, 54785,  3460,  1870,  3003, 74654, 28884,
           3])}","{'r': array([  3157,   7167,   5771,  12121,  20296,  29358,  49805, 126515,
        51854,   1156]), 'g': array([ 4397, 11192, 13143, 27608, 42891, 66335, 68550, 61822, 10968,
         294]), 'b': array([16552, 43201, 86129, 75438, 12446,  2394,  1199,  4014, 65712,
         115])}","{'r': array([ 1693, 14563, 28294, 45982, 34071, 15509, 15514, 78096, 71762,
        1716]), 'g': array([ 4087, 42945, 40475, 36052, 18114, 30997, 86349, 17071, 30624,
         486]), 'b': array([34444, 71128, 36094, 78324, 38859,  7155,  2337,  2705, 20501,
       15653])}",307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200
169,uuid:2991be63-97a4-4fff-9bd3-fcf32943ec6f,Feb 6,Viana,Viana Sede,1549447295427.jpg,1549447330230.jpg,1549447364331.jpg,1549447374114.jpg,1549447386108.jpg,1549447396222.jpg,1549447295427.jpg,-8.8912716,13.361022,Rua das Madre,475000.0,0.38999999,3.1268048,4,Poor,Non_Severely_Poor,"{'r': array([  262,  2680,  7652, 55099, 68434, 25901, 13444, 86026, 45918,
        1784]), 'g': array([  240,  3646,  6834, 55145, 74270, 22175, 34381, 81901, 25510,
        3098]), 'b': array([  986,  5424,  9485, 72941, 74233, 86920, 16640,  1619, 28403,
       10549])}","{'r': array([    78,  15777,  24188,  20749,  33987,  72729, 116989,  22697,
            5,      1]), 'g': array([  126, 15851, 26048, 25534, 62551, 55622, 92827, 28638,     2,
           1]), 'b': array([  456, 22533, 38707, 71984, 36223, 26012, 86618, 24666,     1,
           0])}","{'r': array([  1331,   7889,   6235,  16732,  37663,  38123,  78390, 120372,
          447,     18]), 'g': array([  875,  9467, 14134, 33447, 36909, 68514, 55441, 87963,   443,
           7]), 'b': array([ 4039, 22321, 42977, 54586, 61699, 23176, 16550, 81392,   456,
           4])}","{'r': array([ 1549, 13099, 12296, 25155, 54626, 66138, 32491, 35524, 32096,
       34226]), 'g': array([  801, 12360, 13425, 28856, 62498, 76420, 31587, 39094,  4519,
       37640]), 'b': array([ 4681, 19439, 23029, 44018, 75422, 72110, 26905,  1698,  1642,
       38256])}","{'r': array([10205, 23638, 16538, 33913, 31330, 18638, 30403, 82389, 51438,
        8708]), 'g': array([ 7726, 49971, 14422, 17947, 34120, 24778, 68656, 49799,  8998,
       30783]), 'b': array([22336, 43102, 17246, 24458, 51484, 80417, 27010,  1511,  1910,
       37726])}","{'r': array([   183,   5831,  13613,  36173, 101190,  56057,   7515,  28417,
        52808,   5413]), 'g': array([  153,  7646, 19851, 31864, 98365, 58071, 15087, 40949, 17020,
       18194]), 'b': array([  313, 15696, 27947, 27492, 98895, 59586, 37735, 19990,   401,
       19145])}",307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200,307200
